货主,入库单号,仓库,货品简称,创建人,入库原因,仓储单号,商家编码,条形码,货品编号,货品名称,分类名称,规格名称,品牌,数量,单价,箱数,绩效箱数,物流公司,物流单号,入库货位,批次,是否正品,审核时间,备注,单品备注,OMS单号,箱规,生产日期,保质期,有效期,货品重量（kg）,货品总重量（kg）,货品体积（cm³）,货品总体积（cm³）,货品箱体积（cm³）,箱规总体积（cm³）,单品标记
EA,RK2606010013,主仓库,누메 슈퍼 내추럴 슬립 선크림 (50ml),남궁정,借调入库,JTF202606010002,8.80024E+12,8.80024E+12,8.80024E+12,NUME 超自然轻盈有色防晒 (50ml),美妆个护,50ml,NUME,117,无权限,1箱,1,无,,A01-17-02,,正品,2026-06-01 16:44,SCM요청(화주변경),기초,,117/箱,0000-00-00 00:00:00,0,2028-10-13 0:00,0.08,9.36,165,19305,0,19305,无
EA,RK2606020001,主仓库,플르부아 린넨스프레이(#슬로우 나이트) (170ml),박강민 ,借调入库,JTF202606020001,8.80034E+12,8.80034E+12,8.80034E+12,Pleuvoir 织物喷雾(#Slow Night) (170ml),美妆个护,170ml,Pleuvoir,90,无权限,3箱,3,无,,A03-32-02,,正品,2026-06-02 10:24,SCM 화주변경요청,기타,,30/箱,0000-00-00 00:00:00,0,2029-04-01 0:00,0.236,21.24,598,53820,0,53820,无
EA,RK2606020002,主仓库,타라 알개 파워 앰플 (30ml),남궁정,采购入库,CG202606020001,8.80985E+12,8.80985E+12,8.80985E+12,TARA 海藻海洋修复安瓶 (30ml),美妆个护,30ml,TARA,40,无权限,1箱,1,无,,A04-01-03,,正品,2026-06-02 10:39,TARA / EA / SM  追加:우체국 택배 6067826328769 CG20260601003,SM,OCG202606020001,40/箱,0000-00-00 00:00:00,0,2028-04-23 0:00,0.096,3.84,111,4440,0,4440,无
BOX,RK2606020003,主仓库,네오스랩 플루이드 크림 클렌저 스쿠알란 (160ml),남궁정,采购入库,CG202606020002,8.80951E+12,8.80951E+12,8.80951E+12,Neoslab 角鲨烷乳霜洁面乳 (160ml),美妆个护,160ml,Neoslab,70,无权限,1箱,1,无,,B2-25-01,,正品,2026-06-02 10:45,Neoslab / BOX / CN / BB CG20260601006,CN BB,OCG202606020002,70/箱,0000-00-00 00:00:00,0,2027-12-08 0:00,0.16,11.2,387,27090,0,27090,无
EA,RK2606020004,主仓库,코엘프 블루베리크림 아이스 팝 하이드로겔 아이마스크 (60ea),남궁정,采购入库,CG202606020003,8.80951E+12,8.80951E+12,8.80951E+12,Koelf 蓝莓奶霜冰感水凝胶眼膜 (60ea),美妆个护,60ea,Koelf,36,无权限,36ea,1,无,,A01-08-01,,正品,2026-06-02 10:52,Koelf / EA / SM CG20260601007,SM,OCG202606020003,72/箱,0000-00-00 00:00:00,0,2028-11-19 0:00,0.173,6.228,256,9216,0,9216,无
EA,RK2606020004,主仓库,코엘프 레몬바질 아이스 팝 하이드로겔 아이마스크 (60ea),남궁정,采购入库,CG202606020003,8.80951E+12,8.80951E+12,8.80951E+12,Koelf 柠檬罗勒冰感水凝胶眼膜 (60ea),美妆个护,60ea,Koelf,54,无权限,54ea,1,无,,A01-07-03,,正品,2026-06-02 10:52,Koelf / EA / SM CG20260601007,SM,OCG202606020003,72/箱,0000-00-00 00:00:00,0,2028-11-20 0:00,0.173,9.342,256,13824,0,13824,无
EA,RK2606020006,主仓库,플르부아 바디클렌저(#히노키레더) (250ml),권오성,借调入库,JTF202606020003,8.80968E+12,8.80968E+12,8.80968E+12,Pleuvoir 沐浴露(#Hinoki Leather) (250ml),美妆个护,250ml,Pleuvoir,100,无权限,5箱,5,无,,A05-03-02,,正品,2026-06-02 10:57,화주 변경 요청 건,,,20/箱,0000-00-00 00:00:00,0,2028-12-10 0:00,0.325,32.5,585,58500,0,58500,无
BOX,RK2606020008,主仓库,더프레스카랩 리페어 카밍 재생크림 (100g),남궁정,采购入库,CG202606020005,8.80968E+12,8.80968E+12,8.80968E+12,The Fresca Lab 修复再生面霜 (#敏感肌用) (100g),美妆个护,100g,The Fresca Lab,36,无权限,1箱,1,无,,B2-25-01,,正品,2026-06-02 15:12,The Fresca Lab / BOX / CN / BB CG20260601010,CN BB,OCG202606020006,36/箱,0000-00-00 00:00:00,0,2028-05-31 0:00,0.174,6.264,318,11448,0,11448,无
EA,RK2606040001,主仓库,투스티 치약(#커스터드푸딩) (80g),남궁정,采购入库,CG202606040001,8.8093E+12,8.8093E+12,8.8093E+12,TOOSTY 牙膏(#奶油布丁) (80g),美妆个护,80g,TOOSTY,50,无权限,1箱,1,无,,A01-16-03,,正品,2026-06-04 7:18,"TOOSTY / EA / SM  追加:CJ대한통운 6983-2759-1300,698327591311,698327591322,698327591333,698327591344,698327591355 CG20260601004",SM,OCG202606040001,50/箱,0000-00-00 00:00:00,0,2029-04-21 0:00,0.11,5.5,255,12750,0,12750,无
EA,RK2606040001,主仓库,투스티 치약(#루꼴라) (80g),남궁정,采购入库,CG202606040001,8.8093E+12,8.8093E+12,8.8093E+12,TOOSTY 牙膏(#芥菜植物) (80g),美妆个护,80g,TOOSTY,50,无权限,1箱,1,无,,A01-14-02,,正品,2026-06-04 7:18,"TOOSTY / EA / SM  追加:CJ대한통운 6983-2759-1300,698327591311,698327591322,698327591333,698327591344,698327591355 CG20260601004",SM,OCG202606040001,50/箱,0000-00-00 00:00:00,0,2029-04-26 0:00,0.11,5.5,255,12750,0,12750,无
EA,RK2606040001,主仓库,투스티 치약(#레몬소르베) (80g),남궁정,采购入库,CG202606040001,8.8093E+12,8.8093E+12,8.8093E+12,TOOSTY 牙膏(#柠檬冰糕) (80g),美妆个护,80g,TOOSTY,200,无权限,4箱,4,无,,A01-10-03,,正品,2026-06-04 7:18,"TOOSTY / EA / SM  追加:CJ대한통운 6983-2759-1300,698327591311,698327591322,698327591333,698327591344,698327591355 CG20260601004",SM,OCG202606040001,50/箱,0000-00-00 00:00:00,0,2029-04-26 0:00,0.11,22,255,51000,0,51000,无
EA,RK2606040002,主仓库,아르베 유자 바디 워시 (500ml),남궁정,采购入库,CG202606040002,8.8099E+12,8.8099E+12,8.8099E+12,arwe 柚子沐浴露 (500ml),美妆个护,500ml,arwe,162,无权限,9箱,9,无,,A04-20-03,,正品,2026-06-04 7:32,arwe / EA / SM CG20260601001,SM,OCG202606040002,18/箱,0000-00-00 00:00:00,0,2028-11-26 0:00,0.61,98.82,1011,163782,0,163782,无
EA,RK2606040002,主仓库,아르베 유자 글로우 바디 에멀전 (250ml),남궁정,采购入库,CG202606040002,8.8099E+12,8.8099E+12,8.8099E+12,arwe 柚子身体乳 (250ml),美妆个护,250ml,arwe,64,无权限,2箱,2,无,,A04-20-02,,正品,2026-06-04 7:32,arwe / EA / SM CG20260601001,SM,OCG202606040002,32/箱,0000-00-00 00:00:00,0,2028-04-23 0:00,0.35,22.4,529,33856,0,33856,无
EA,RK2606040002,主仓库,아르베 유자 글로우 바디 스크럽 (200g),남궁정,采购入库,CG202606040002,8.8099E+12,8.8099E+12,8.8099E+12,arwe 柚子身体磨砂膏 (200g),美妆个护,200g,arwe,80,无权限,1箱,1,无,,H-02-04,,正品,2026-06-04 7:32,arwe / EA / SM CG20260601001,,OCG202606040002,80/箱,0000-00-00 00:00:00,0,2028-05-24 0:00,0.25,20,681,54480,0,54480,无
EA,RK2606040003,主仓库,후르디아 블루베리 하이드레이팅 에어핏 선스크린 (50g),남궁정,采购入库,CG202606040003,8.80335E+12,8.80335E+12,8.80335E+12,FRUDIA 蓝莓保湿清透防晒霜 (50g),美妆个护,50g,FRUDIA,252,无权限,6箱12ea,7,无,,B2-18-01,,正品,2026-06-04 9:26,FRUDIA / EA / SM CG20260528002,SM,OCG202606040003,40/箱,0000-00-00 00:00:00,0,2029-03-08 0:00,0.07,17.64,176,44352,0,44352,无
EA,RK2606040004,主仓库,바이브랩 리바이 솔루션 안티 헤어 로스 스칼프 샴푸 (300ml),남궁정,采购入库,CG202606040004,8.80969E+12,8.80969E+12,8.80969E+12,ViveLab 防脱头皮洗发水 (300ml),美妆个护,300ml,ViveLab,75,无权限,3箱,3,无,,A04-10-01,,正品,2026-06-04 9:37,"ViveLab / EA / SM  追加:우체국 택배>6091498243098,6091498262598,6091498262597,6091498262596,6091498262594 CG20260601008",SM,OCG202606040004,25/箱,0000-00-00 00:00:00,0,2028-10-05 0:00,0.37,27.75,697,52275,0,52275,无
EA,RK2606040004,主仓库,바이브랩 액티브 비오틴 펩타이드 솔루션 스칼프 샴푸 (550ml),남궁정,采购入库,CG202606040004,8.80969E+12,8.80969E+12,8.80969E+12,ViveLab 活性生物素肽洗发水 (550ml),美妆个护,550ml,ViveLab,40,无权限,2箱,2,无,,A04-10-02,,正品,2026-06-04 9:37,"ViveLab / EA / SM  追加:우체국 택배>6091498243098,6091498262598,6091498262597,6091498262596,6091498262594 CG20260601008",SM,OCG202606040004,20/箱,0000-00-00 00:00:00,0,2028-12-22 0:00,0.681,27.24,1097,43880,0,43880,无
EA,RK2606040005,主仓库,플르부아 바디클렌저(#모닝소일) (250ml),권오성,借调入库,JTF202606040001,8.80968E+12,8.80968E+12,8.80968E+12,Pleuvoir 沐浴露(#Morning Soil) (250ml),美妆个护,250ml,Pleuvoir,20,无权限,1箱,1,无,,A05-32-03,,正品,2026-06-04 9:48,화주 변경 요청 건,,,20/箱,0000-00-00 00:00:00,0,2028-12-14 0:00,0.325,6.5,585,11700,0,11700,无
EA,RK2606040005,主仓库,플르부아 바디로션(#모닝소일) (250ml),권오성,借调入库,JTF202606040001,8.80968E+12,8.80968E+12,8.80968E+12,Pleuvoir 身体乳(#Morning Soil) (250ml),美妆个护,250ml,Pleuvoir,20,无权限,1箱,1,无,,A05-33-03,,正品,2026-06-04 9:48,화주 변경 요청 건,,,20/箱,0000-00-00 00:00:00,0,2028-10-20 0:00,0.31,6.2,585,11700,0,11700,无
EA,RK2606040009,主仓库,(증정) 로그인포레스트 버번 바닐라 샤쉐 3종 패스포트,남궁정,未知入库,,8.80203E+12,8.80203E+12,8.80203E+12,(赠品) Login Forest 波本香草香囊三种体验装,美妆个护,증정,Login Forest,100,无权限,1箱20ea,2,无,,A02-20-02,,正品,2026-06-04 13:42,SCM요청 기타입고,,,80/箱,0000-00-00 00:00:00,0,2027-02-20 0:00,0.02,2,189,18900,0,18900,无
EA,RK2606040010,主仓库,(증정) 로그인포레스트 버번 바닐라 샤쉐 패스포트 (2ea),남궁정,未知入库,,8.80203E+12,8.80203E+12,8.80203E+12,(赠品) Login Forest 波本香草香囊体验装 (2ea),美妆个护,12ml,Login Forest,100,无权限,100ea,1,无,,A02-03-02,,正品,2026-06-04 13:45,SCM요청  기타입고,,,400/箱,0000-00-00 00:00:00,0,2027-02-20 0:00,0.016,1.6,9,900,0,900,无
BOX,RK2606040012,主仓库,무지박스 1호 (240x200x110)다원패키지(#Ver.2),남궁정,未知入库,,BX01NS_DA_Ver2,BX01NS_DA_Ver2,BX01NS_DA_Ver2,无字 1号箱(240x200x110) (#Ver.2),无,240x200x110,MC Package,1,无权限,1ea,1,无,,B2-22-01,,正品,2026-06-04 16:10,무지1호 박스 1PLT 입고 ,,,5000/箱,0000-00-00 00:00:00,0,2099-12-31 0:00,0,0,0,0,0,0,无
BOX,RK2606040013,主仓库,무지박스 1호 (240x200x110)다원패키지(#Ver.2),남궁정,未知入库,,BX01NS_DA_Ver2,BX01NS_DA_Ver2,BX01NS_DA_Ver2,无字 1号箱(240x200x110) (#Ver.2),无,240x200x110,MC Package,1,无权限,1ea,1,无,,B2-23-01,,正品,2026-06-04 16:11,무지박스 1호 1PLT 입고,,,5000/箱,0000-00-00 00:00:00,0,2099-12-31 0:00,0,0,0,0,0,0,无
EA,RK2606040014,主仓库,플르부아 린넨스프레이(#선데이 파우더) (170ml),남궁정,借调入库,JTF202606040002,8.80034E+12,8.80034E+12,8.80034E+12,Pleuvoir 织物喷雾(#Sunday Powder) (170ml),美妆个护,170ml,Pleuvoir,30,无权限,1箱,1,无,,A04-32-02,,正品,2026-06-04 16:16,SCM요청(화주변경),기타,,30/箱,0000-00-00 00:00:00,0,2028-12-01 0:00,0.236,7.08,598,17940,0,17940,无
EA,RK2606040014,主仓库,플르부아 린넨스프레이(#코튼솝) (170ml),남궁정,借调入库,JTF202606040002,8.80034E+12,8.80034E+12,8.80034E+12,Pleuvoir 织物喷雾(#Cotton Soap) (170ml),美妆个护,170ml,Pleuvoir,30,无权限,1箱,1,无,,A04-31-03,,正品,2026-06-04 16:16,SCM요청(화주변경),기타,,30/箱,0000-00-00 00:00:00,0,2028-12-01 0:00,0.236,7.08,598,17940,0,17940,无
EA,RK2606040014,主仓库,홀베리 엑스트라버진 유기농 올리브유 (10ml*14ea),남궁정,借调入库,JTF202606040002,8.80966E+12,8.80966E+12,8.80966E+12,WholeBerry 有机初榨橄榄油 (10ml*14ea),食品,10ml*14ea,WholeBerry,90,无权限,6箱,6,无,,A01-12-03,,正品,2026-06-04 16:16,SCM요청(화주변경),기타,,15/箱,0000-00-00 00:00:00,0,2027-09-30 0:00,0.16,14.4,448,40320,0,40320,无
EA,RK2606040014,主仓库,누메 소프트 레이어 스킨 프렙 (30ml),남궁정,借调入库,JTF202606040002,8.80024E+12,8.80024E+12,8.80024E+12,NUME 妆前乳 (30ml),美妆个护,30ml,NUME,35,无权限,1箱,1,无,,H-04-04,,正品,2026-06-04 16:16,SCM요청(화주변경),기타,,35/箱,0000-00-00 00:00:00,0,2028-12-15 0:00,0.16,5.6,199,6965,0,6965,无
EA,RK2606050001,主仓库,얼핏 유브이 프로텍터 모이스처 선 (50g),남궁정,采购入库,CG202606050001,8.8098E+12,8.8098E+12,8.8098E+12,earfit 焕新UV防护保湿防晒 (50g),美妆个护,50g,earfit,100,无权限,1箱,1,无,,A01-21-01,,正品,2026-06-05 6:00,earfit / EA / SM CG20260604004,SM,OCG202606050001,100/箱,0000-00-00 00:00:00,0,2029-04-04 0:00,0.082,8.2,230,23000,0,23000,无
EA,RK2606050001,主仓库,얼핏 앰플 잼 팩 클렌저 (120ml),남궁정,采购入库,CG202606050001,8.80998E+12,8.80998E+12,8.80998E+12,earfit 苹果酱面膜洗面奶 (120ml),美妆个护,120ml,earfit,250,无权限,5箱,5,无,,A01-01-02,,正品,2026-06-05 6:00,earfit / EA / SM CG20260604004,SM,OCG202606050001,50/箱,0000-00-00 00:00:00,0,2029-04-07 0:00,0.173,43.25,865,216250,0,216250,无
EA,RK2606050002,主仓库,에이트루 퓨어 밸런싱 클렌징 오일,남궁정,采购入库,CG202606050002,8.80937E+12,8.80937E+12,8.80937E+12,ATRUE 调节平衡纯净卸妆油,美妆个护,150ml,ATRUE,117,无权限,3箱,3,无,,A04-11-01,,正品,2026-06-05 6:07,ATRUE / EA / SM CG20260604001,SM,OCG202606050002,39/箱,0000-00-00 00:00:00,0,2029-02-24 0:00,0.188,21.996,499,58383,0,58383,无
EA,RK2606050003,主仓库,루피움 데일리 소프트 인티메이트 워시 (280ml),남궁정,采购入库,CG202606050003,8.80958E+12,8.80958E+12,8.80958E+12,LU'PIUM 每日柔和私密洁护洗液 (280ml),美妆个护,280ml,LU'PIUM,60,无权限,2箱,2,无,,A04-07-02,,正品,2026-06-05 6:13,"LU'PIUM / EA / SM  追加:롯데 411218568272,411218568283 CG20260604002",SM,OCG202606050003,30/箱,0000-00-00 00:00:00,0,2028-07-30 0:00,0.38,22.8,2233,133980,0,133980,无
EA,RK2606050004,主仓库,(증정) 아이뽀 시카비타 수딩 패드 (1.75g*12ea),남궁정,采购入库,CG202606050004,8.80965E+12,8.80965E+12,8.80965E+12,(赠品) AIPPO 积雪草保湿补水棉片 (1.75g*12ea),美妆个护,1.75g*12ea,AIPPO,26,无权限,26ea,1,无,,A05-28-01,,正品,2026-06-05 6:21,AIPPO / EA / SM CG20260601013,SM,OCG202606050004,400/箱,0000-00-00 00:00:00,0,2029-02-08 0:00,0.03,0.78,0,0,0,0,无
EA,RK2606050004,主仓库,아이뽀 데일리 부스팅 토너 바이 싹 (135ml),남궁정,采购入库,CG202606050004,8.80952E+12,8.80952E+12,8.80952E+12,AIPPO 每日保湿爽肤水 (135ml),美妆个护,135ml,AIPPO,63,无权限,1箱,1,无,,A03-06-03,,正品,2026-06-05 6:21,AIPPO / EA / SM CG20260601013,SM,OCG202606050004,63/箱,0000-00-00 00:00:00,0,2028-02-16 0:00,0.239,15.057,345,21735,0,21735,无
EA,RK2606050004,主仓库,아이뽀 데일리 스킨딥 에멀전 바이 싹 (135ml),남궁정,采购入库,CG202606050004,8.80952E+12,8.80952E+12,8.80952E+12,AIPPO 每日肌肤保湿乳液 (135ml),美妆个护,135ml,AIPPO,63,无权限,1箱,1,无,,A04-24-01,,正品,2026-06-05 6:21,AIPPO / EA / SM CG20260601013,SM,OCG202606050004,63/箱,0000-00-00 00:00:00,0,2028-02-16 0:00,0.239,15.057,345,21735,0,21735,无
EA,RK2606050005,主仓库,몽디에스 에코 프렌들리 세탁비누(신포장),남궁정,采购入库,CG202606050005,8.80976E+12,8.80976E+12,8.80976E+12,mongdies 梦里多日洗衣皂(新),美妆个护,180g,mongdies,50,无权限,1箱,1,无,,A01-28-01,,正品,2026-06-05 6:28,mongdies / EA / SM  追加:511868770573 / 521994617870 CG20260604006,SM,OCG202606050005,50/箱,0000-00-00 00:00:00,0,2029-01-01 0:00,0.179,8.95,280,14000,0,14000,无
EA,RK2606050005,主仓库,몽디에스 밸런스 바이옴 여성청결제,남궁정,采购入库,CG202606050005,8.80976E+12,8.80976E+12,8.80976E+12,mongdies 女性私处护理液,美妆个护,145ml,mongdies,49,无权限,1箱,1,无,,A01-27-03,,正品,2026-06-05 6:28,mongdies / EA / SM  追加:511868770573 / 521994617870 CG20260604006,SM,OCG202606050005,49/箱,0000-00-00 00:00:00,0,2028-03-15 0:00,0.232,11.368,428,20972,0,20972,无
EA,RK2606050006,主仓库,닥터펩티 엑소 바이옴 마스크 (5매),남궁정,采购入库,CG202606050006,8.80961E+12,8.80961E+12,8.80961E+12,Dr.Pepti Exo 益生元外泌体面膜 (5片),美妆个护,5매,Dr.Pepti,45,无权限,1箱,1,无,,A03-15-01,,正品,2026-06-05 6:33,Dr.Pepti / EA / SM  追加:대한통운 5075-2106-7993/5075-2106-8704 CG20260601011,SM,OCG202606050006,45/箱,0000-00-00 00:00:00,0,2028-09-18 0:00,0.198,8.91,596,26820,0,26820,无
