货主,入库单号,仓库,货品简称,创建人,入库原因,仓储单号,商家编码,条形码,货品编号,货品名称,分类名称,规格名称,品牌,数量,单价,箱数,绩效箱数,物流公司,物流单号,入库货位,批次,是否正品,审核时间,备注,单品备注,OMS单号,箱规,生产日期,保质期,有效期,货品重量（kg）,货品总重量（kg）,货品体积（cm³）,货品总体积（cm³）,货品箱体积（cm³）,箱规总体积（cm³）,单品标记
BOX,RK2601050018,主仓库,플르부아 오 드 퍼퓸(#로즈우드) (50ml),남궁정,采购入库,CG202601050015,8809681244367,8809681244367,8809681244367,Pleuvoir 香水(#Rose Wood) (50ml),无,50ml,Pleuvoir,24,无权限,1箱,1.0,无,,B2-06-02,,正品,2026-01-05 11:13:01,"Pleuvoir /  BOX / MK推广 / 10월, 11월 시딩용 CG20251223011",,OCG202601050015,24/箱,0000-00-00 00:00:00,0.0,2028-03-05 00:00:00,0.246,5.904,961.0,23064,0.0,23064,无
BOX,RK2601050018,主仓库,플르부아 핸드워시(#올모스트 네이키드) (300ml),남궁정,采购入库,CG202601050015,8809681247191,8809681247191,8809681247191,Pleuvoir 洗手液(#Almost Naked) (300ml),美妆个护,300ml,Pleuvoir,20,无权限,1箱,1.0,无,,B1-10-02,,正品,2026-01-05 11:13:01,"Pleuvoir /  BOX / MK推广 / 10월, 11월 시딩용 CG20251223011",,OCG202601050015,20/箱,0000-00-00 00:00:00,0.0,2028-01-21 00:00:00,0.38,7.6,780.0,15600,0.0,15600,无
BOX,RK2601050020,主仓库,플르부아 핸드크림(#플로럴머스크) (30ml),남궁정,采购入库,CG202601050017,8809681243643,8809681243643,8809681243643,Pleuvoir 护手霜(#Floral Musk) (30ml),美妆个护,30ml,Pleuvoir,600,无权限,6箱,6.0,无,,B1-07-01,,正品,2026-01-05 11:18:22,Pleuvoir /  BOX / DY抖音 / 부분입고건 CG20251223010,,OCG202601050017,100/箱,0000-00-00 00:00:00,0.0,2028-12-15 00:00:00,0.05,30.0,127.0,76200,0.0,76200,无
BOX,RK2601050020,主仓库,(증정) 플르부아 바디로션(#플로럴머스크) (40ml),남궁정,采购入库,CG202601050017,8809681246002,8809681246002,8809681246002,(赠品) Pleuvoir 身体乳(#Floral Musk) (40ml),美妆个护,40ml,Pleuvoir,420,无权限,3箱60ea,4.0,无,,B1-07-02,,正品,2026-01-05 11:18:22,Pleuvoir /  BOX / DY抖音 / 부분입고건 CG20251223010,,OCG202601050017,120/箱,0000-00-00 00:00:00,0.0,2028-10-23 00:00:00,0.06,25.2,97.0,40740,0.0,40740,无
BOX,RK2601050022,主仓库,(증정) 플르부아 바디로션(#플로럴머스크) (40ml),남궁정,采购入库,CG202601050020,8809681246002,8809681246002,8809681246002,(赠品) Pleuvoir 身体乳(#Floral Musk) (40ml),美妆个护,40ml,Pleuvoir,600,无权限,5箱,5.0,无,,B1-07-02,,正品,2026-01-05 11:23:52,Pleuvoir /  BOX / DY抖音 / 부분입고건 CG20251223008,,OCG202601050020,120/箱,0000-00-00 00:00:00,0.0,2028-10-23 00:00:00,0.06,36.0,97.0,58200,0.0,58200,无
BOX,RK2601050022,主仓库,(증정) 플르부아 바디로션(#로즈우드) (40ml),남궁정,采购入库,CG202601050020,8809681246026,8809681246026,8809681246026,(赠品) Pleuvoir 身体乳(#Rose Wood) (40ml),美妆个护,40ml,Pleuvoir,120,无权限,1箱,1.0,无,,B2-10-03,,正品,2026-01-05 11:23:52,Pleuvoir /  BOX / DY抖音 / 부분입고건 CG20251223008,,OCG202601050020,120/箱,0000-00-00 00:00:00,0.0,2028-10-23 00:00:00,0.06,7.2,97.0,11640,0.0,11640,无
BOX,RK2601050023,主仓库,플르부아 핸드크림(#플로럴머스크) (30ml),남궁정,采购入库,CG202601050021,8809681243643,8809681243643,8809681243643,Pleuvoir 护手霜(#Floral Musk) (30ml),美妆个护,30ml,Pleuvoir,100,无权限,1箱,1.0,无,,B1-07-01,,正品,2026-01-05 11:33:53,Pleuvoir / BOX / MK / 부분입고건 / 25년 12월 시딩용 CG20251223006,,OCG202601050021,100/箱,0000-00-00 00:00:00,0.0,2028-12-15 00:00:00,0.05,5.0,127.0,12700,0.0,12700,无
BOX,RK2601050023,主仓库,플르부아 바디로션(#모닝소일) (250ml),남궁정,采购入库,CG202601050021,8809681242295,8809681242295,8809681242295,Pleuvoir 身体乳(#Morning Soil) (250ml),美妆个护,250ml,Pleuvoir,20,无权限,1箱,1.0,无,,B2-03-01,,正品,2026-01-05 11:33:53,Pleuvoir / BOX / MK / 부분입고건 / 25년 12월 시딩용 CG20251223006,,OCG202601050021,20/箱,0000-00-00 00:00:00,0.0,2028-10-15 00:00:00,0.31,6.2,585.0,11700,0.0,11700,无
BOX,RK2601050023,主仓库,플르부아 바디로션(#로즈우드) (250ml),남궁정,采购入库,CG202601050021,8809681244329,8809681244329,8809681244329,Pleuvoir 身体乳(#Rose Wood) (250ml),美妆个护,250ml,Pleuvoir,20,无权限,1箱,1.0,无,,B2-02-01,,正品,2026-01-05 11:33:53,Pleuvoir / BOX / MK / 부분입고건 / 25년 12월 시딩용 CG20251223006,,OCG202601050021,20/箱,0000-00-00 00:00:00,0.0,2028-08-28 00:00:00,0.31,6.2,585.0,11700,0.0,11700,无
BOX,RK2601050023,主仓库,플르부아 트래블버디 플로럴 머스크 & 로즈 우드 (40ml*4ea),남궁정,采购入库,CG202601050021,8809681245920,8809681245920,8809681245920,Pleuvoir 洗护旅行装(#Floral Musk & Rose Wood) (40ml*4ea),美妆个护,40ml*4ea,Pleuvoir,10,无权限,10ea,1.0,无,,B2-14-02,,正品,2026-01-05 11:33:53,Pleuvoir / BOX / MK / 부분입고건 / 25년 12월 시딩용 CG20251223006,,OCG202601050021,30/箱,0000-00-00 00:00:00,0.0,2028-09-25 00:00:00,0.311,3.11,1057.0,10570,0.0,10570,无
BOX,RK2601050023,主仓库,플르부아 트래블버디 로즈 우드 & 히노끼 레더 (40ml*4ea),남궁정,采购入库,CG202601050021,8809681245951,8809681245951,8809681245951,Pleuvoir 洗护旅行装(#Rose Wood & Hinoki Leather) (40ml*4ea),美妆个护,40ml*4ea,Pleuvoir,10,无权限,10ea,1.0,无,,B1-14-02,,正品,2026-01-05 11:33:53,Pleuvoir / BOX / MK / 부분입고건 / 25년 12월 시딩용 CG20251223006,,OCG202601050021,30/箱,0000-00-00 00:00:00,0.0,2028-02-26 00:00:00,0.311,3.11,1057.0,10570,0.0,10570,无
BOX,RK2601050023,主仓库,플르부아 트래블버디 모닝 소일 & 히노끼 레더 (40ml*4ea),남궁정,采购入库,CG202601050021,8809681245937,8809681245937,8809681245937,Pleuvoir 洗护旅行装(#Morning Soil & Hinoki Leather) (40ml*4ea),美妆个护,40ml*4ea,Pleuvoir,10,无权限,10ea,1.0,无,,B2-13-02,,正品,2026-01-05 11:33:53,Pleuvoir / BOX / MK / 부분입고건 / 25년 12월 시딩용 CG20251223006,,OCG202601050021,30/箱,0000-00-00 00:00:00,0.0,2028-02-26 00:00:00,0.311,3.11,1057.0,10570,0.0,10570,无
BOX,RK2601050023,主仓库,플르부아 트래블버디 플로럴 머스크 & 모닝 소일 (40ml*4ea),남궁정,采购入库,CG202601050021,8809681245944,8809681245944,8809681245944,Pleuvoir 洗护旅行装(#Floral Musk & Morning Soil) (40ml*4ea),美妆个护,40ml*4ea,Pleuvoir,10,无权限,10ea,1.0,无,,B1-13-02,,正品,2026-01-05 11:33:53,Pleuvoir / BOX / MK / 부분입고건 / 25년 12월 시딩용 CG20251223006,,OCG202601050021,30/箱,0000-00-00 00:00:00,0.0,2027-08-18 00:00:00,0.311,3.11,1057.0,10570,0.0,10570,无
BOX,RK2601050023,主仓库,플르부아 디스커버리 오 드 퍼퓸 세트 (2ml*7ea),남궁정,采购入库,CG202601050021,8809681247368,8809681247368,8809681247368,Pleuvoir香水迷你香水礼盒套装 (2ml*7ea),美妆个护,2ml*7ea,Pleuvoir,20,无权限,1箱,1.0,无,,B2-07-03,,正品,2026-01-05 11:33:53,Pleuvoir / BOX / MK / 부분입고건 / 25년 12월 시딩용 CG20251223006,,OCG202601050021,20/箱,0000-00-00 00:00:00,0.0,2027-06-30 00:00:00,0.085,1.7,281.0,5620,0.0,5620,无
BOX,RK2601050023,主仓库,플르부아 핸드워시(#올모스트 네이키드) (300ml),남궁정,采购入库,CG202601050021,8809681247191,8809681247191,8809681247191,Pleuvoir 洗手液(#Almost Naked) (300ml),美妆个护,300ml,Pleuvoir,20,无权限,1箱,1.0,无,,B1-10-02,,正品,2026-01-05 11:33:53,Pleuvoir / BOX / MK / 부분입고건 / 25년 12월 시딩용 CG20251223006,,OCG202601050021,20/箱,0000-00-00 00:00:00,0.0,2028-01-21 00:00:00,0.38,7.6,780.0,15600,0.0,15600,无
BOX,RK2601050023,主仓库,플르부아 헤어퍼퓸 미스트(#로즈우드) (50ml),남궁정,采购入库,CG202601050021,8809681247436,8809681247436,8809681247436,Pleuvoir 发香护发喷雾(#Rose Wood) (50ml),美妆个护,50ml,Pleuvoir,20,无权限,1箱,1.0,无,,B2-11-03,,正品,2026-01-05 11:33:53,Pleuvoir / BOX / MK / 부분입고건 / 25년 12월 시딩용 CG20251223006,,OCG202601050021,20/箱,0000-00-00 00:00:00,0.0,2028-07-03 00:00:00,0.206,4.12,261.0,5220,0.0,5220,无
BOX,RK2601050023,主仓库,플르부아 헤어퍼퓸 미스트(#플로럴 머스크) (50ml),남궁정,采购入库,CG202601050021,8809681247429,8809681247429,8809681247429,Pleuvoir 发香护发喷雾(#Floral Musk) (50ml),美妆个护,50ml,Pleuvoir,20,无权限,1箱,1.0,无,,B2-11-03,,正品,2026-01-05 11:33:53,Pleuvoir / BOX / MK / 부분입고건 / 25년 12월 시딩용 CG20251223006,,OCG202601050021,20/箱,0000-00-00 00:00:00,0.0,2028-07-02 00:00:00,0.206,4.12,261.0,5220,0.0,5220,无
BOX,RK2601050024,主仓库,플르부아 핸드크림(#플로럴머스크) (30ml),남궁정,采购入库,CG202601050022,8809681243643,8809681243643,8809681243643,Pleuvoir 护手霜(#Floral Musk) (30ml),美妆个护,30ml,Pleuvoir,1800,无权限,18箱,18.0,无,,B1-07-01,,正品,2026-01-05 11:37:22,Pleuvoir / BOX / B2B / 부분입고건 CG20251223002,,OCG202601050022,100/箱,0000-00-00 00:00:00,0.0,2028-12-15 00:00:00,0.05,90.0,127.0,228600,0.0,228600,无
BOX,RK2601050024,主仓库,플르부아 바디로션(#모닝소일) (250ml),남궁정,采购入库,CG202601050022,8809681242295,8809681242295,8809681242295,Pleuvoir 身体乳(#Morning Soil) (250ml),美妆个护,250ml,Pleuvoir,100,无权限,5箱,5.0,无,,B2-03-01,,正品,2026-01-05 11:37:22,Pleuvoir / BOX / B2B / 부분입고건 CG20251223002,,OCG202601050022,20/箱,0000-00-00 00:00:00,0.0,2028-10-15 00:00:00,0.31,31.0,585.0,58500,0.0,58500,无
BOX,RK2601050024,主仓库,플르부아 바디로션(#로즈우드) (250ml),남궁정,采购入库,CG202601050022,8809681244329,8809681244329,8809681244329,Pleuvoir 身体乳(#Rose Wood) (250ml),美妆个护,250ml,Pleuvoir,400,无权限,20箱,20.0,无,,B2-02-01,,正品,2026-01-05 11:37:22,Pleuvoir / BOX / B2B / 부분입고건 CG20251223002,,OCG202601050022,20/箱,0000-00-00 00:00:00,0.0,2028-08-28 00:00:00,0.31,124.0,585.0,234000,0.0,234000,无
BOX,RK2601050025,主仓库,플르부아 핸드크림(#플로럴머스크) (30ml),남궁정,采购入库,CG202601050023,8809681243643,8809681243643,8809681243643,Pleuvoir 护手霜(#Floral Musk) (30ml),美妆个护,30ml,Pleuvoir,500,无权限,5箱,5.0,无,,B1-07-01,,正品,2026-01-05 11:39:09,Pleuvoir / BOX / BM / 부분입고건 CG20251223001,,OCG202601050023,100/箱,0000-00-00 00:00:00,0.0,2028-12-15 00:00:00,0.05,25.0,127.0,63500,0.0,63500,无
BOX,RK2601050025,主仓库,플르부아 바디로션(#로즈우드) (250ml),남궁정,采购入库,CG202601050023,8809681244329,8809681244329,8809681244329,Pleuvoir 身体乳(#Rose Wood) (250ml),美妆个护,250ml,Pleuvoir,400,无权限,20箱,20.0,无,,B2-02-01,,正品,2026-01-05 11:39:09,Pleuvoir / BOX / BM / 부분입고건 CG20251223001,,OCG202601050023,20/箱,0000-00-00 00:00:00,0.0,2028-08-28 00:00:00,0.31,124.0,585.0,234000,0.0,234000,无
EA,RK2601050026,主仓库,플르부아 바디클렌저(#로즈우드) (250ml),남궁정,采购入库,CG202601050024,8809681244336,8809681244336,8809681244336,Pleuvoir 沐浴露(#Rose Wood) (250ml),美妆个护,250ml,Pleuvoir,3,无权限,3ea,1.0,无,,A05-15-02,,正品,2026-01-05 11:49:30,Pleuvoir /  EA / DY抖音 / 부분입고추가 CG202601050001,,OCG202601050024,20/箱,0000-00-00 00:00:00,0.0,2028-08-20 00:00:00,0.325,0.975,585.0,1755,0.0,1755,无
EA,RK2601050026,主仓库,플르부아 헤어퍼퓸 미스트 기획세트(#플로럴 머스크) (50ml+8g),남궁정,采购入库,CG202601050024,8809681247450,8809681247450,8809681247450,Pleuvoir 发香喷雾套装(#Floral Musk) (50ml+8g),美妆个护,50ml+8g,Pleuvoir,2,无权限,2ea,1.0,无,,A03-27-02,,正品,2026-01-05 11:49:30,Pleuvoir /  EA / DY抖音 / 부분입고추가 CG202601050001,,OCG202601050024,20/箱,0000-00-00 00:00:00,0.0,2028-07-02 00:00:00,0.261,0.522,924.0,1848,0.0,1848,无
EA,RK2601050026,主仓库,(증정) 플르부아 바디로션(#플로럴머스크) (40ml),남궁정,采购入库,CG202601050024,8809681246002,8809681246002,8809681246002,(赠品) Pleuvoir 身体乳(#Floral Musk) (40ml),美妆个护,40ml,Pleuvoir,60,无权限,60ea,1.0,无,,A05-36-03,,正品,2026-01-05 11:49:30,Pleuvoir /  EA / DY抖音 / 부분입고추가 CG202601050001,,OCG202601050024,120/箱,0000-00-00 00:00:00,0.0,2028-10-23 00:00:00,0.06,3.6,97.0,5820,0.0,5820,无
EA,RK2601050026,主仓库,(증정) 플르부아 바디로션(#로즈우드) (40ml),남궁정,采购入库,CG202601050024,8809681246026,8809681246026,8809681246026,(赠品) Pleuvoir 身体乳(#Rose Wood) (40ml),美妆个护,40ml,Pleuvoir,20,无权限,20ea,1.0,无,,A02-17-01,,正品,2026-01-05 11:49:30,Pleuvoir /  EA / DY抖音 / 부분입고추가 CG202601050001,,OCG202601050024,120/箱,0000-00-00 00:00:00,0.0,2028-10-23 00:00:00,0.06,1.2,97.0,1940,0.0,1940,无
BOX,RK2601050042,主仓库,플르부아 헤어퍼퓸 미스트 기획세트(#플로럴 머스크) (50ml+8g),남궁정,采购入库,CG202601050040,8809681247450,8809681247450,8809681247450,Pleuvoir 发香喷雾套装(#Floral Musk) (50ml+8g),美妆个护,50ml+8g,Pleuvoir,20,无权限,1箱,1.0,无,,B2-15-02,,正品,2026-01-05 13:47:26,Pleuvoir /  BOX / DY抖音 / 부분입고추가 CG202601050002,,OCG202601050040,20/箱,0000-00-00 00:00:00,0.0,2028-07-02 00:00:00,0.261,5.22,924.0,18480,0.0,18480,无
BOX,RK2601050042,主仓库,플르부아 헤어퍼퓸 미스트(#도쿄 클라우드) (50ml),남궁정,采购入库,CG202601050040,8809681247443,8809681247443,8809681247443,Pleuvoir 发香护发喷雾(#Tokyo Cloud) (50ml),美妆个护,50ml,Pleuvoir,20,无权限,1箱,1.0,无,,B2-11-03,,正品,2026-01-05 13:47:26,Pleuvoir /  BOX / DY抖音 / 부분입고추가 CG202601050002,,OCG202601050040,20/箱,0000-00-00 00:00:00,0.0,2028-12-16 00:00:00,0.206,4.12,261.0,5220,0.0,5220,无
BOX,RK2601060022,主仓库,모에브 아누카틴 트리트먼트 (200ml) (#Ver.2),박강민 ,借调入库,JTF202601060001,8809494587064,8809494587064,8809494587064,MOEV Annurcatin™ 护发素 (200ml) (#Ver.2),美妆个护,200ml,MOEV,48,无权限,1箱,1.0,无,,B1-25-01,,正品,2026-01-06 17:03:03,SCM 화주변경요청,기타,,48/箱,0000-00-00 00:00:00,0.0,2028-12-01 00:00:00,0.25,12.0,611.0,29328,0.0,29328,无
BOX,RK2601070008,主仓库,유쏘풀 향수(#18 다이키리) (15ml),남궁정,采购入库,CG202601070003,8809846782444,8809846782444,8809846782444,YOUSSOFUL 香水(#18 Daiquiri) (15ml),美妆个护,15ml,YOUSSOFUL,28,无权限,1箱,1.0,无,,B2-25-01,,正品,2026-01-07 10:14:56,YOUSSOFUL / BOX / TW  / 대만26-2차 CG20260105005,,OCG202601070003,28/箱,0000-00-00 00:00:00,0.0,2028-10-10 00:00:00,0.076,2.128,80.0,2240,0.0,2240,无
BOX,RK2601070008,主仓库,유쏘풀 핸드워시(#07 세인트 모리츠) (300ml) (#Ver.2),남궁정,采购入库,CG202601070003,8809846781782,8809846781782,8809846781782,YOUSSOFUL 洗手液(#07 Saint Moritz) (300ml) (#Ver.2),美妆个护,300ml,YOUSSOFUL,20,无权限,1箱,1.0,无,,B2-25-01,,正品,2026-01-07 10:14:56,YOUSSOFUL / BOX / TW  / 대만26-2차 CG20260105005,,OCG202601070003,20/箱,0000-00-00 00:00:00,0.0,2028-08-19 00:00:00,0.4,8.0,900.0,18000,0.0,18000,无
BOX,RK2601070008,主仓库,유쏘풀 향수 키링 세트(#24 엠포리아 코튼) (10ml),남궁정,采购入库,CG202601070003,8809846782420,8809846782420,8809846782420,YOUSSOFUL 香水钥匙扣套装(#24 Emporia Cotton) (10ml),美妆个护,10ml,YOUSSOFUL,40,无权限,1箱,1.0,无,,B2-25-01,,正品,2026-01-07 10:14:56,YOUSSOFUL / BOX / TW  / 대만26-2차 CG20260105005,,OCG202601070003,40/箱,0000-00-00 00:00:00,0.0,2028-12-10 00:00:00,0.1,4.0,378.0,15120,0.0,15120,无
BOX,RK2601070008,主仓库,(증정) 유쏘풀 미니 가죽 키링 케이스 (1ea),남궁정,采购入库,CG202601070003,8809846782352,8809846782352,8809846782352,(赠品) YOUSSOFUL 香水钥匙扣皮套 (1ea),无,1ea,YOUSSOFUL,36,无权限,36箱,1.0,无,,B2-25-01,,正品,2026-01-07 10:14:56,YOUSSOFUL / BOX / TW  / 대만26-2차 CG20260105005,,OCG202601070003,1/箱,0000-00-00 00:00:00,0.0,2099-12-31 00:00:00,0.005,0.18,64.0,2304,0.0,2304,无
BOX,RK2601070008,主仓库,유쏘풀 향수 디스커버리 세트 (10ml*5ea),남궁정,采购入库,CG202601070003,8809846781294,8809846781294,8809846781294,YOUSSOFUL 香水套装 (10ml*5ea),美妆个护,10ml*5ea,YOUSSOFUL,36,无权限,1箱12ea,2.0,无,,B2-25-01,,正品,2026-01-07 10:14:56,YOUSSOFUL / BOX / TW  / 대만26-2차 CG20260105005,,OCG202601070003,24/箱,0000-00-00 00:00:00,0.0,2028-07-10 00:00:00,0.4,14.4,1103.0,39708,0.0,39708,无
BOX,RK2601070008,主仓库,유쏘풀 차량용 방향제(#07 세인트모리츠) (14.85g),남궁정,采购入库,CG202601070003,8809846781393,8809846781393,8809846781393,YOUSSOFUL 汽车香氛(#07 Saint Moritz) (14.85g),无,14.85g,YOUSSOFUL,24,无权限,1箱,1.0,无,,B2-25-01,,正品,2026-01-07 10:14:56,YOUSSOFUL / BOX / TW  / 대만26-2차 CG20260105005,,OCG202601070003,24/箱,0000-00-00 00:00:00,0.0,2028-06-16 00:00:00,0.3,7.2,1478.0,35472,0.0,35472,无
BOX,RK2601070008,主仓库,유쏘풀 릴렉싱 미스트(#루나) (100ml),남궁정,采购入库,CG202601070003,8809846781454,8809846781454,8809846781454,YOUSSOFUL 助眠喷雾(#Luna) (100ml),美妆个护,100ml,YOUSSOFUL,24,无权限,1箱,1.0,无,,B2-25-01,,正品,2026-01-07 10:14:56,YOUSSOFUL / BOX / TW  / 대만26-2차 CG20260105005,,OCG202601070003,24/箱,0000-00-00 00:00:00,0.0,2028-04-03 00:00:00,0.326,7.824,432.0,10368,0.0,10368,无
BOX,RK2601070008,主仓库,유쏘풀 릴렉싱 미스트(#녹턴) (100ml),남궁정,采购入库,CG202601070003,8809846781461,8809846781461,8809846781461,YOUSSOFUL 助眠喷雾(#Nocturne) (100ml),美妆个护,100ml,YOUSSOFUL,24,无权限,1箱,1.0,无,,B2-25-01,,正品,2026-01-07 10:14:56,YOUSSOFUL / BOX / TW  / 대만26-2차 CG20260105005,,OCG202601070003,24/箱,0000-00-00 00:00:00,0.0,2028-04-03 00:00:00,0.326,7.824,432.0,10368,0.0,10368,无
BOX,RK2601070008,主仓库,(증정) 유쏘풀 카드 시향지 (1ea),남궁정,采购入库,CG202601070003,8802024090302,8802024090302,8802024090302,(赠品) YOUSSOFUL 香气卡 (1ea),无,1ea,YOUSSOFUL,400,无权限,400ea,1.0,无,,B2-25-01,,正品,2026-01-07 10:14:56,YOUSSOFUL / BOX / TW  / 대만26-2차 CG20260105005,,OCG202601070003,10000/箱,0000-00-00 00:00:00,0.0,2099-12-31 00:00:00,0.001,0.4,0.0,0,0.0,0,无
BOX,RK2601070008,主仓库,(증정) 유쏘풀 센트 스톤 (1ea),남궁정,采购入库,CG202601070003,8809846781232,8809846781232,8809846781232,(赠品) YOUSSOFUL 擴香石 (1ea),无,1ea,YOUSSOFUL,300,无权限,300箱,1.0,无,,B2-25-01,,正品,2026-01-07 10:14:56,YOUSSOFUL / BOX / TW  / 대만26-2차 CG20260105005,,OCG202601070003,1/箱,0000-00-00 00:00:00,0.0,2099-12-31 00:00:00,0.042,12.6,0.0,0,0.0,0,无
BOX,RK2601070008,主仓库,(증정) 유쏘풀 시향지 (1ea),남궁정,采购入库,CG202601070003,8802024090301,8802024090301,8802024090301,(赠品) YOUSSOFUL 试香纸 (1ea),无,1ea,YOUSSOFUL,3000,无权限,3000ea,1.0,无,,B2-25-01,,正品,2026-01-07 10:14:56,YOUSSOFUL / BOX / TW  / 대만26-2차 CG20260105005,,OCG202601070003,10000/箱,0000-00-00 00:00:00,0.0,2099-12-31 00:00:00,0.001,3.0,0.0,0,0.0,0,无
