货主,入库单号,仓库,货品简称,创建人,入库原因,仓储单号,商家编码,条形码,货品编号,货品名称,分类名称,规格名称,品牌,数量,单价,箱数,绩效箱数,物流公司,物流单号,入库货位,批次,是否正品,审核时间,备注,单品备注,OMS单号,箱规,生产日期,保质期,有效期,货品重量（kg）,货品总重量（kg）,货品体积（cm³）,货品总体积（cm³）,货品箱体积（cm³）,箱规总体积（cm³）,单品标记
EA,RK2603030018,主仓库,플르부아 바디클렌저(#로즈우드) (250ml),박강민 ,借调入库,JTF202603030001,8809681244336,8809681244336,8809681244336,Pleuvoir 沐浴露(#Rose Wood) (250ml),美妆个护,250ml,Pleuvoir,20,无权限,1箱,1.0,无,,A05-15-02,,正品,2026-03-03 11:57:35,SCM 화주변경요청,기초,,20/箱,0000-00-00 00:00:00,0.0,2028-08-20 00:00:00,0.325,6.5,585.0,11700,0.0,11700,无
Youssoful,RK2603030023,主仓库,(증정) 유쏘풀 핸드크림(#플로랄리아) (1g),권오성,采购入库,CG202602270020,8809846781348,8809846781348,8809846781348,(赠品) YOUSSOFUL 护手霜(#Floralia) (1g),美妆个护,1ml,YOUSSOFUL,39,无权限,39ea,1.0,无,,A06-03-02,,正品,2026-03-03 15:59:32,YOUSSOFUL / Youssoful / JP위탁 CG20260227001,JP위탁,OCG202602270026,5000/箱,0000-00-00 00:00:00,0.0,2028-12-22 00:00:00,0.0,0.0,0.0,0,0.0,0,无
BOX,RK2603040001,主仓库,유쏘풀 핸드크림(#07 세인트 모리츠) (50ml),권오성,采购入库,CG202603040001,8809846781041,8809846781041,8809846781041,YOUSSOFUL 护手霜(#07 Saint moritz) (50ml),无,50ml,YOUSSOFUL,378,无权限,7箱,7.0,无,,EA,,正品,2026-03-04 08:54:45,YOUSSOFUL / BOX / CN / 보세 CG20260303004,CN 보세,OCG202603040001,54/箱,0000-00-00 00:00:00,0.0,2027-11-27 00:00:00,0.085,32.13,341.0,128898,0.0,128898,无
EA,RK2603040002,主仓库,플르부아 바디클렌저(#히노키레더) (250ml),박강민 ,借调入库,JTF202603040001,8809681242325,8809681242325,8809681242325,Pleuvoir 沐浴露(#Hinoki Leather) (250ml),美妆个护,250ml,Pleuvoir,20,无权限,1箱,1.0,无,,A05-03-02,,正品,2026-03-04 13:32:48,SCM 화주변경요청,,,20/箱,0000-00-00 00:00:00,0.0,2028-08-28 00:00:00,0.325,6.5,585.0,11700,0.0,11700,无
EA,RK2603040002,主仓库,아이뽀 엘라스틱 모공 패드 (80ea),박강민 ,借调入库,JTF202603040001,8809654651352,8809654651352,8809654651352,AIPPO 毛孔管理棉片 (80ea),美妆个护,80ea,AIPPO,50,无权限,1箱,1.0,无,,A04-09-02,,正品,2026-03-04 13:32:48,SCM 화주변경요청,,,50/箱,0000-00-00 00:00:00,0.0,2028-06-15 00:00:00,0.338,16.9,722.0,36100,0.0,36100,无
EA,RK2603040002,主仓库,플르부아 바디로션(#테이크 미 홈) (250ml),박강민 ,借调入库,JTF202603040001,8809681247054,8809681247054,8809681247054,Pleuvoir 身体乳(#Take Me Home) (250ml),美妆个护,250ml,Pleuvoir,20,无权限,1箱,1.0,无,,A05-14-01,,正品,2026-03-04 13:32:48,SCM 화주변경요청,,,20/箱,0000-00-00 00:00:00,0.0,2028-09-18 00:00:00,0.304,6.08,512.0,10240,0.0,10240,无
Youssoful,RK2603040003,主仓库,(증정) 유쏘풀 쇼핑백(#L) (1ea),박강민 ,借调入库,JTF202603040002,8802024090304,8802024090304,8802024090304,(赠品) YOUSSOFUL 购物袋(#L) (1ea),无,1ea,YOUSSOFUL,3,无权限,3ea,,无,,A06-05-04,,正品,2026-03-04 13:40:03,SCM 화주변경요청,기타,,无,0000-00-00 00:00:00,0.0,2099-12-31 00:00:00,0.0,0.0,0.0,0,0.0,0,无
EA,RK2603050001,主仓库,코엘프 블루베리크림 아이스 팝 하이드로겔 아이마스크 (60ea),권오성,采购入库,CG202603050001,8809508850870,8809508850870,8809508850870,Koelf 蓝莓奶霜冰感水凝胶眼膜 (60ea),美妆个护,60ea,Koelf,72,无权限,1箱,1.0,无,,H-02-02,,正品,2026-03-05 08:10:55,Koelf / EA / Sunmooh CG20260303007,Sunmooh,OCG202603050001,72/箱,0000-00-00 00:00:00,0.0,2028-11-19 00:00:00,0.173,12.456,256.0,18432,0.0,18432,无
EA,RK2603050001,主仓库,코엘프 레몬바질 아이스 팝 하이드로겔 아이마스크 (60ea),권오성,采购入库,CG202603050001,8809508850887,8809508850887,8809508850887,Koelf 柠檬罗勒冰感水凝胶眼膜 (60ea),美妆个护,60ea,Koelf,54,无权限,54ea,1.0,无,,H-02-01,,正品,2026-03-05 08:10:55,Koelf / EA / Sunmooh CG20260303007,Sunmooh,OCG202603050001,72/箱,0000-00-00 00:00:00,0.0,2028-11-20 00:00:00,0.173,9.342,256.0,13824,0.0,13824,无
Youssoful,RK2603050002,主仓库,(증정) 유쏘풀 핸드크림(#07 세인트모리츠) (1g),남궁정,采购入库,CG202602270020,8809846781317,8809846781317,8809846781317,(赠品) YOUSSOFUL 护手霜(#07 Saint moritz) (1g),美妆个护,1ml,YOUSSOFUL,500,无权限,500ea,1.0,无,,A06-02-02,,正品,2026-03-05 08:21:07,YOUSSOFUL / Youssoful / JP위탁 CG20260227001,JP위탁,OCG202602270026,5000/箱,0000-00-00 00:00:00,0.0,2028-12-28 00:00:00,0.0,0.0,0.0,0,0.0,0,无
Youssoful,RK2603050002,主仓库,(증정) 유쏘풀 핸드크림(#03 베리섹시) (1g),남궁정,采购入库,CG202602270020,8809846781324,8809846781324,8809846781324,(赠品) YOUSSOFUL 护手霜(#03 Berry sexy) (1g),美妆个护,1ml,YOUSSOFUL,500,无权限,500ea,1.0,无,,A06-02-03,,正品,2026-03-05 08:21:07,YOUSSOFUL / Youssoful / JP위탁 CG20260227001,JP위탁,OCG202602270026,5000/箱,0000-00-00 00:00:00,0.0,2028-11-10 00:00:00,0.0,0.0,0.0,0,0.0,0,无
Youssoful,RK2603050002,主仓库,(증정) 유쏘풀 핸드크림(#16 베리느와르) (1g),남궁정,采购入库,CG202602270020,8809846781331,8809846781331,8809846781331,(赠品) YOUSSOFUL 护手霜(#16 Berry noir) (1g),美妆个护,1ml,YOUSSOFUL,500,无权限,500ea,1.0,无,,A06-02-04,,正品,2026-03-05 08:21:07,YOUSSOFUL / Youssoful / JP위탁 CG20260227001,JP위탁,OCG202602270026,5000/箱,0000-00-00 00:00:00,0.0,2028-12-25 00:00:00,0.0,0.0,0.0,0,0.0,0,无
Youssoful,RK2603050002,主仓库,(증정) 유쏘풀 핸드크림(#플로랄리아) (1g),남궁정,采购入库,CG202602270020,8809846781348,8809846781348,8809846781348,(赠品) YOUSSOFUL 护手霜(#Floralia) (1g),美妆个护,1ml,YOUSSOFUL,461,无权限,461ea,1.0,无,,A06-03-02,,正品,2026-03-05 08:21:07,YOUSSOFUL / Youssoful / JP위탁 CG20260227001,JP위탁,OCG202602270026,5000/箱,0000-00-00 00:00:00,0.0,2028-12-22 00:00:00,0.0,0.0,0.0,0,0.0,0,无
EA,RK2603050003,主仓库,(증정) 유쏘풀 핸드크림(#07 세인트모리츠) (1g),남궁정,采购入库,CG202603050002,8809846781317,8809846781317,8809846781317,(赠品) YOUSSOFUL 护手霜(#07 Saint moritz) (1g),美妆个护,1ml,YOUSSOFUL,65,无权限,65ea,1.0,无,,A04-31-02,,正品,2026-03-05 10:12:00,YOUSSOFUL / EA / 증정과입고 CG202603050001,,OCG202603050002,5000/箱,0000-00-00 00:00:00,0.0,2028-12-28 00:00:00,0.003,0.195,0.0,0,0.0,0,无
EA,RK2603050003,主仓库,(증정) 유쏘풀 핸드크림(#03 베리섹시) (1g),남궁정,采购入库,CG202603050002,8809846781324,8809846781324,8809846781324,(赠品) YOUSSOFUL 护手霜(#03 Berry sexy) (1g),美妆个护,1ml,YOUSSOFUL,30,无权限,30ea,1.0,无,,A04-34-02,,正品,2026-03-05 10:12:00,YOUSSOFUL / EA / 증정과입고 CG202603050001,,OCG202603050002,5000/箱,0000-00-00 00:00:00,0.0,2028-11-10 00:00:00,0.003,0.09,0.0,0,0.0,0,无
EA,RK2603050003,主仓库,(증정) 유쏘풀 핸드크림(#16 베리느와르) (1g),남궁정,采购入库,CG202603050002,8809846781331,8809846781331,8809846781331,(赠品) YOUSSOFUL 护手霜(#16 Berry noir) (1g),美妆个护,1ml,YOUSSOFUL,212,无权限,212ea,1.0,无,,A04-32-01,,正品,2026-03-05 10:12:00,YOUSSOFUL / EA / 증정과입고 CG202603050001,,OCG202603050002,5000/箱,0000-00-00 00:00:00,0.0,2028-12-25 00:00:00,0.003,0.636,0.0,0,0.0,0,无
EA,RK2603050003,主仓库,(증정) 유쏘풀 핸드크림(#05 플로랄리아) (1g),남궁정,采购入库,CG202603050002,8809846781348,8809846781348,8809846781348,(赠品) YOUSSOFUL 护手霜(#05 Floralia) (1g),美妆个护,1ml,YOUSSOFUL,27,无权限,27ea,1.0,无,,A04-36-03,,正品,2026-03-05 10:12:00,YOUSSOFUL / EA / 증정과입고 CG202603050001,,OCG202603050002,5000/箱,0000-00-00 00:00:00,0.0,2028-12-22 00:00:00,0.003,0.081,0.0,0,0.0,0,无
EA,RK2603050005,主仓库,(증정) 플르부아 향수(#플로럴머스크) (2ml),박강민 ,借调入库,JTF202603050001,8809681243964,8809681243964,8809681243964,(赠品) Pleuvoir 香水(#Floral Musk) (2ml),美妆个护,2ml,Pleuvoir,264,无权限,2箱,2.0,无,,A05-25-01,,正品,2026-03-05 14:22:11,SCM 화주변경요청(대만샘플출고건),,,132/箱,0000-00-00 00:00:00,0.0,2027-10-29 00:00:00,0.008,2.112,26.0,6864,0.0,6864,无
EA,RK2603050005,主仓库,(증정) 플르부아 향수(#히노키레더) (2ml),박강민 ,借调入库,JTF202603050001,8809681243988,8809681243988,8809681243988,(赠品) Pleuvoir 香水(#Hinoki Leather) (2ml),美妆个护,2ml,Pleuvoir,132,无权限,1箱,1.0,无,,A05-26-02,,正品,2026-03-05 14:22:11,SCM 화주변경요청(대만샘플출고건),,,132/箱,0000-00-00 00:00:00,0.0,2027-03-14 00:00:00,0.008,1.056,26.0,3432,0.0,3432,无
EA,RK2603050005,主仓库,(증정) 플르부아 향수(#모닝소일) (2ml),박강민 ,借调入库,JTF202603050001,8809681243971,8809681243971,8809681243971,(赠品) Pleuvoir 香水(#Morning Soil) (2ml),美妆个护,2ml,Pleuvoir,264,无权限,2箱,2.0,无,,A05-26-03,,正品,2026-03-05 14:22:11,SCM 화주변경요청(대만샘플출고건),,,132/箱,0000-00-00 00:00:00,0.0,2027-03-05 00:00:00,0.008,2.112,26.0,6864,0.0,6864,无
EA,RK2603050005,主仓库,플르부아 오 드 퍼퓸(#모닝소일) (50ml),박강민 ,借调入库,JTF202603050001,8809681243728,8809681243728,8809681243728,Pleuvoir 香水(#Morning Soil) (50ml),无,50ml,Pleuvoir,24,无权限,1箱,1.0,无,,A05-36-02,,正品,2026-03-05 14:22:11,SCM 화주변경요청(대만샘플출고건),,,24/箱,0000-00-00 00:00:00,0.0,2027-06-30 00:00:00,0.246,5.904,961.0,23064,0.0,23064,无
EA,RK2603050005,主仓库,플르부아 디퓨저(#플로럴머스크) (200ml),박강민 ,借调入库,JTF202603050001,8809681245357,8809681245357,8809681245357,Pleuvoir 香薰(#Floral Musk) (200ml),无,200ml,Pleuvoir,27,无权限,1箱,1.0,无,,A01-20-01,,正品,2026-03-05 14:22:11,SCM 화주변경요청(대만샘플출고건),,,27/箱,0000-00-00 00:00:00,0.0,2028-09-30 00:00:00,0.315,8.505,1124.0,30348,0.0,30348,无
EA,RK2603050005,主仓库,플르부아 디퓨저(#히노끼레더) (200ml),박강민 ,借调入库,JTF202603050001,8809681245388,8809681245388,8809681245388,Pleuvoir 香薰(#Hinoki Leather) (200ml),无,200ml,Pleuvoir,27,无权限,1箱,1.0,无,,A05-12-02,,正品,2026-03-05 14:22:11,SCM 화주변경요청(대만샘플출고건),,,27/箱,0000-00-00 00:00:00,0.0,2028-12-01 00:00:00,0.316,8.532,1124.0,30348,0.0,30348,无
EA,RK2603050005,主仓库,(증정) 플르부아 바디클렌저(#로즈우드) (40ml),박강민 ,借调入库,JTF202603050001,8809681245982,8809681245982,8809681245982,(赠品) Pleuvoir 沐浴露(#Rose Wood) (40ml),无,40ml,Pleuvoir,120,无权限,1箱,1.0,无,,A03-21-01,,正品,2026-03-05 14:22:11,SCM 화주변경요청(대만샘플출고건),,,120/箱,0000-00-00 00:00:00,0.0,2027-08-21 00:00:00,0.06,7.2,97.0,11640,0.0,11640,无
EA,RK2603050005,主仓库,플르부아 디퓨저(#테이크 미 홈) (200ml),박강민 ,借调入库,JTF202603050001,8809681246057,8809681246057,8809681246057,Pleuvoir 香薰(#Take Me Home) (200ml),美妆个护,200ml,Pleuvoir,27,无权限,1箱,1.0,无,,A05-06-01,,正品,2026-03-05 14:22:11,SCM 화주변경요청(대만샘플출고건),,,27/箱,0000-00-00 00:00:00,0.0,2028-05-31 00:00:00,0.31,8.37,1085.0,29295,0.0,29295,无
EA,RK2603050005,主仓库,(증정) 플르부아 향수(#올모스트 네이키드) (2ml),박강민 ,借调入库,JTF202603050001,8809681247283,8809681247283,8809681247283,(赠品) Pleuvoir 香水(#Almost Naked) (2ml),美妆个护,2ml,Pleuvoir,132,无权限,1箱,1.0,无,,A04-25-02,,正品,2026-03-05 14:22:11,SCM 화주변경요청(대만샘플출고건),,,132/箱,0000-00-00 00:00:00,0.0,2028-01-16 00:00:00,0.008,1.056,25.0,3300,0.0,3300,无
EA,RK2603050005,主仓库,(증정) 플르부아 향수(#테이크 미 홈) (2ml),박강민 ,借调入库,JTF202603050001,8809681247290,8809681247290,8809681247290,(赠品) Pleuvoir 香水(#Take Me Home) (2ml),美妆个护,2ml,Pleuvoir,132,无权限,1箱,1.0,无,,A04-34-01,,正品,2026-03-05 14:22:11,SCM 화주변경요청(대만샘플출고건),,,132/箱,0000-00-00 00:00:00,0.0,2028-01-16 00:00:00,0.008,1.056,25.0,3300,0.0,3300,无
EA,RK2603050005,主仓库,플르부아 헤어퍼퓸 미스트 기획세트(#플로럴 머스크) (50ml+8g),박강민 ,借调入库,JTF202603050001,8809681247450,8809681247450,8809681247450,Pleuvoir 发香喷雾套装(#Floral Musk) (50ml+8g),美妆个护,50ml+8g,Pleuvoir,60,无权限,3箱,3.0,无,,A03-27-02,,正品,2026-03-05 14:22:11,SCM 화주변경요청(대만샘플출고건),,,20/箱,0000-00-00 00:00:00,0.0,2028-04-21 00:00:00,0.261,15.66,924.0,55440,0.0,55440,无
EA,RK2603050005,主仓库,플르부아 헤어퍼퓸 미스트 기획세트(#로즈우드) (50ml+8g),박강민 ,借调入库,JTF202603050001,8809681247467,8809681247467,8809681247467,Pleuvoir 发香喷雾套装(#Rose Wood) (50ml+8g),美妆个护,50ml+8g,Pleuvoir,60,无权限,3箱,3.0,无,,A03-27-01,,正品,2026-03-05 14:22:11,SCM 화주변경요청(대만샘플출고건),,,20/箱,0000-00-00 00:00:00,0.0,2028-10-21 00:00:00,0.261,15.66,924.0,55440,0.0,55440,无
EA,RK2603050005,主仓库,플르부아 헤어퍼퓸 미스트 기획세트(#도쿄 클라우드) (50ml+8g),박강민 ,借调入库,JTF202603050001,8809681247474,8809681247474,8809681247474,Pleuvoir 发香喷雾套装(#Tokyo Cloud) (50ml+8g),美妆个护,50ml+8g,Pleuvoir,60,无权限,3箱,3.0,无,,A03-27-03,,正品,2026-03-05 14:22:11,SCM 화주변경요청(대만샘플출고건),,,20/箱,0000-00-00 00:00:00,0.0,2028-10-21 00:00:00,0.261,15.66,924.0,55440,0.0,55440,无
EA,RK2603050005,主仓库,플르부아 핸드크림(#도쿄 클라우드) (30ml),박강민 ,借调入库,JTF202603050001,8809681247498,8809681247498,8809681247498,Pleuvoir 护手霜(#Tokyo Cloud) (30ml),美妆个护,30ml,Pleuvoir,100,无权限,1箱,1.0,无,,A05-36-02,,正品,2026-03-05 14:22:11,SCM 화주변경요청(대만샘플출고건),,,100/箱,0000-00-00 00:00:00,0.0,2028-11-12 00:00:00,0.046,4.6,127.0,12700,0.0,12700,无
EA,RK2603050005,主仓库,플르부아 오 드 퍼퓸(#도쿄 클라우드) (30ml),박강민 ,借调入库,JTF202603050001,8809681247504,8809681247504,8809681247504,Pleuvoir 香水(#Tokyo Cloud) (30ml),美妆个护,30ml,Pleuvoir,24,无权限,1箱,1.0,无,,A05-36-02,,正品,2026-03-05 14:22:11,SCM 화주변경요청(대만샘플출고건),,,24/箱,0000-00-00 00:00:00,0.0,2028-08-13 00:00:00,0.168,4.032,561.0,13464,0.0,13464,无
EA,RK2603050005,主仓库,플르부아 헤어퍼퓸 미스트(#플로럴 머스크) (50ml),박강민 ,借调入库,JTF202603050001,8809681247429,8809681247429,8809681247429,Pleuvoir 发香护发喷雾(#Floral Musk) (50ml),美妆个护,50ml,Pleuvoir,20,无权限,1箱,1.0,无,,A05-36-02,,正品,2026-03-05 14:22:11,SCM 화주변경요청(대만샘플출고건),,,20/箱,0000-00-00 00:00:00,0.0,2028-07-02 00:00:00,0.206,4.12,261.0,5220,0.0,5220,无
EA,RK2603050005,主仓库,플르부아 헤어퍼퓸 미스트(#로즈우드) (50ml),박강민 ,借调入库,JTF202603050001,8809681247436,8809681247436,8809681247436,Pleuvoir 发香护发喷雾(#Rose Wood) (50ml),美妆个护,50ml,Pleuvoir,20,无权限,1箱,1.0,无,,A05-36-02,,正品,2026-03-05 14:22:11,SCM 화주변경요청(대만샘플출고건),,,20/箱,0000-00-00 00:00:00,0.0,2028-07-03 00:00:00,0.206,4.12,261.0,5220,0.0,5220,无
EA,RK2603050005,主仓库,플르부아 헤어퍼퓸 미스트(#도쿄 클라우드) (50ml),박강민 ,借调入库,JTF202603050001,8809681247443,8809681247443,8809681247443,Pleuvoir 发香护发喷雾(#Tokyo Cloud) (50ml),美妆个护,50ml,Pleuvoir,20,无权限,1箱,1.0,无,,A05-36-02,,正品,2026-03-05 14:22:11,SCM 화주변경요청(대만샘플출고건),,,20/箱,0000-00-00 00:00:00,0.0,2028-07-31 00:00:00,0.206,4.12,261.0,5220,0.0,5220,无
EA,RK2603050006,主仓库,플르부아 하트 키링 새니타이저(#그린 플로럴) (30ml),권오성,采购入库,CG202603050004,8800335541856,8800335541856,8800335541856,Pleuvoir 心形钥扣免洗洗手液(#Green Floral) (30ml),美妆个护,30ml,Pleuvoir,100,无权限,1箱,1.0,无,,A02-11-03,,正品,2026-03-05 15:49:19,Pleuvoir / EA / TW  CG202603050002,,OCG202603050004,100/箱,0000-00-00 00:00:00,0.0,2029-01-13 00:00:00,0.042,4.2,105.0,10500,0.0,10500,无
BOX,RK2603050007,主仓库,플르부아 린넨스프레이(#선데이 파우더) (170ml),권오성,采购入库,CG202603050005,8800335541528,8800335541528,8800335541528,Pleuvoir 织物喷雾(#Sunday Powder) (170ml),美妆个护,170ml,Pleuvoir,60,无权限,2箱,2.0,无,,B2-25-01,,正品,2026-03-05 16:07:43,Pleuvoir / BOX / CN TW / BB CG20260303012,CN BB,OCG202603050005,30/箱,0000-00-00 00:00:00,0.0,2028-12-01 00:00:00,0.236,14.16,598.0,35880,0.0,35880,无
BOX,RK2603050007,主仓库,플르부아 린넨스프레이(#슬로우 나이트) (170ml),권오성,采购入库,CG202603050005,8800335541559,8800335541559,8800335541559,Pleuvoir 织物喷雾(#Slow Night) (170ml),美妆个护,170ml,Pleuvoir,60,无权限,2箱,2.0,无,,B2-25-01,,正品,2026-03-05 16:07:43,Pleuvoir / BOX / CN TW / BB CG20260303012,CN BB,OCG202603050005,30/箱,0000-00-00 00:00:00,0.0,2028-12-01 00:00:00,0.236,14.16,598.0,35880,0.0,35880,无
BOX,RK2603050007,主仓库,플르부아 린넨스프레이(#코튼솝) (170ml),권오성,采购入库,CG202603050005,8800335541542,8800335541542,8800335541542,Pleuvoir 织物喷雾(#Cotton Soap) (170ml),美妆个护,170ml,Pleuvoir,60,无权限,2箱,2.0,无,,B2-25-01,,正品,2026-03-05 16:07:43,Pleuvoir / BOX / CN TW / BB CG20260303012,CN BB,OCG202603050005,30/箱,0000-00-00 00:00:00,0.0,2028-12-01 00:00:00,0.236,14.16,598.0,35880,0.0,35880,无
BOX,RK2603050007,主仓库,플르부아 린넨스프레이(#로즈우드) (170ml),권오성,采购入库,CG202603050005,8800335541535,8800335541535,8800335541535,Pleuvoir 织物喷雾(#Rose Wood) (170ml),美妆个护,170ml,Pleuvoir,60,无权限,2箱,2.0,无,,B2-25-01,,正品,2026-03-05 16:07:43,Pleuvoir / BOX / CN TW / BB CG20260303012,CN BB,OCG202603050005,30/箱,0000-00-00 00:00:00,0.0,2028-12-01 00:00:00,0.236,14.16,598.0,35880,0.0,35880,无
EA,RK2603050008,主仓库,플르부아 린넨스프레이(#슬로우 나이트) (170ml),남궁정,借调入库,JTF202603050002,8800335541559,8800335541559,8800335541559,Pleuvoir 织物喷雾(#Slow Night) (170ml),美妆个护,170ml,Pleuvoir,30,无权限,1箱,1.0,无,,H-04-01,,正品,2026-03-05 16:21:50,재고이동(SCM요청),기타,,30/箱,0000-00-00 00:00:00,0.0,2028-12-01 00:00:00,0.236,7.08,598.0,17940,0.0,17940,无
EA,RK2603060001,主仓库,유쏘풀 향수(#06 스타레 므네스토) (50ml),박강민 ,借调入库,JTF202603060001,8809846780167,8809846780167,8809846780167,YOUSSOFUL 香水(#06 Stare mesto) (50ml),美妆个护,50ml,YOUSSOFUL,8,无权限,8ea,1.0,无,,A05-16-03,,正品,2026-03-06 08:19:15,SCM 화주변경요청,,,64/箱,0000-00-00 00:00:00,0.0,2029-01-10 00:00:00,0.182,1.456,225.0,1800,0.0,1800,无
