货主,入库单号,仓库,货品简称,创建人,入库原因,仓储单号,商家编码,条形码,货品编号,货品名称,分类名称,规格名称,品牌,数量,单价,箱数,绩效箱数,物流公司,物流单号,入库货位,批次,是否正品,审核时间,备注,单品备注,OMS单号,箱规,生产日期,保质期,有效期,货品重量（kg）,货品总重量（kg）,货品体积（cm³）,货品总体积（cm³）,货品箱体积（cm³）,箱规总体积（cm³）,单品标记
EA,RK2605060002,主仓库,유쏘풀 향수(#03 베리섹시) (15ml),박강민 ,借调入库,JTF202605060002,8809846780136,8809846780136,8809846780136,YOUSSOFUL 香水(#03 Berry sexy) (15ml),美妆个护,15ml,YOUSSOFUL,28,无权限,1箱,1.0,无,,A05-23-02,,正品,2026-05-06 08:34:54,SCM 화주변경요청,기타,,28/箱,0000-00-00 00:00:00,0.0,2029-01-10 00:00:00,0.076,2.128,80.0,2240,0.0,2240,无
EA,RK2605060003,主仓库,(증정) 유쏘풀 핸드크림(#05 플로랄리아) (1g),박강민 ,借调入库,JTF202605060003,8809846781348,8809846781348,8809846781348,(赠品) YOUSSOFUL 护手霜(#05 Floralia) (1g),美妆个护,1ml,YOUSSOFUL,256,无权限,256ea,1.0,无,,A04-36-03,,正品,2026-05-06 08:40:15,SCM 화주변경요청,기초,,5000/箱,0000-00-00 00:00:00,0.0,2028-12-11 00:00:00,0.003,0.768,0.0,0,0.0,0,无
BOX,RK2605060006,主仓库,마미케어 연꽃잎 진정 마스크팩 (7ea),남궁정,采购入库,CG202605060001,8800253025186,8800253025186,8800253025186,Mommycare 莲叶积雪草安瓶面膜 (7ea),美妆个护,7ea,Mommycare,36,无权限,1箱,1.0,无,,B2-25-01,,正品,2026-05-06 10:27:32,Mommycare / BOX / CN / BB  追加:CJ대한통운 589488783194 CG20260428008,CN BB,OCG202605060001,36/箱,0000-00-00 00:00:00,0.0,2028-09-26 00:00:00,0.24,8.64,523.0,18828,0.0,18828,无
EA,RK2605060007,主仓库,누메 슈퍼 내추럴 슬립 선크림 (50ml),남궁정,借调入库,JTF202605060006,8800242200013,8800242200013,8800242200013,NUME 超自然轻盈有色防晒 (50ml),美妆个护,50ml,NUME,117,无权限,1箱,1.0,无,,A01-17-02,,正品,2026-05-06 10:34:21,SCM요청(화주변경),기초,,117/箱,0000-00-00 00:00:00,0.0,2028-04-17 00:00:00,0.08,9.36,165.0,19305,0.0,19305,无
EA,RK2605060007,主仓库,누메 스킨 멜트 립앤치크 밤(#코코베이지) (8g),남궁정,借调入库,JTF202605060006,8800242200136,8800242200136,8800242200136,NUME 肌融唇颊膏(#Coco Beige) (8g),美妆个护,8g,NUME,150,无权限,1箱,1.0,无,,H-03-02,,正品,2026-05-06 10:34:21,SCM요청(화주변경),기타,,150/箱,0000-00-00 00:00:00,0.0,2028-03-10 00:00:00,0.02,3.0,63.0,9450,0.0,9450,无
EA,RK2605060011,主仓库,에이트루 퓨어 밸런싱 클렌징 오일,남궁정,借调入库,JTF202605060007,8809368860088,8809368860088,8809368860088,ATRUE 调节平衡纯净卸妆油,美妆个护,150ml,ATRUE,39,无权限,1箱,1.0,无,,A04-11-01,,正品,2026-05-06 11:09:47,SCM(요청)화주변경,3304991000,,39/箱,0000-00-00 00:00:00,0.0,2028-11-11 00:00:00,0.188,7.332,499.0,19461,0.0,19461,无
EA,RK2605060016,主仓库,세나큐즈 순두부 마스크 (5ea),남궁정,采购入库,CG202604290011,8809990526734,8809990526734,8809990526734,SENACUSE 嫩豆腐面膜 (5ea),美妆个护,5ea,SENACUSE,4,无权限,4ea,1.0,无,,H-01-03,,正品,2026-05-06 11:30:37,"SENACUSE / EA / Sunmooh  追加:CJ대한통운 540803311633,530809182161,540803311666 CG20260424002",Sunmooh,OCG202604290011,78/箱,0000-00-00 00:00:00,0.0,2028-10-19 00:00:00,0.175,0.7,469.0,1876,0.0,1876,无
EA,RK2605060017,主仓库,밀잇 단백질 쉐이크 포켓형(#피스타치오맛) (40g),남궁정,采购入库,CG202605060009,8809073737545,8809073737545,8809073737545,Meal It 蛋白质奶昔口袋装(#开心果味) (40g),食品,40g,Meal It,10,无权限,10ea,1.0,无,,A01-11-03,,正品,2026-05-06 13:17:36,Meal It / EA / Sunmooh CG20260504003,Sunmooh,OCG202605060009,40/箱,0000-00-00 00:00:00,0.0,2027-08-22 00:00:00,0.055,0.55,798.0,7980,0.0,7980,无
EA,RK2605060017,主仓库,밀잇 단백질 쉐이크 포켓형(#멜론맛) (40g),남궁정,采购入库,CG202605060009,8809073737569,8809073737569,8809073737569,Meal It 蛋白质奶昔口袋装(#哈密瓜味) (40g),食品,40g,Meal It,10,无权限,10ea,1.0,无,,A01-10-01,,正品,2026-05-06 13:17:36,Meal It / EA / Sunmooh CG20260504003,Sunmooh,OCG202605060009,40/箱,0000-00-00 00:00:00,0.0,2027-10-07 00:00:00,0.055,0.55,798.0,7980,0.0,7980,无
EA,RK2605060017,主仓库,밀잇 단백질 쉐이크 포켓형(#초콜릿맛) (40g),남궁정,采购入库,CG202605060009,8809073737439,8809073737439,8809073737439,Meal It 蛋白质奶昔口袋装(#巧克力味) (40g),食品,40g,Meal It,10,无权限,10ea,1.0,无,,A01-10-02,,正品,2026-05-06 13:17:36,Meal It / EA / Sunmooh CG20260504003,Sunmooh,OCG202605060009,40/箱,0000-00-00 00:00:00,0.0,2027-08-22 00:00:00,0.055,0.55,798.0,7980,0.0,7980,无
EA,RK2605060017,主仓库,밀잇 단백질 쉐이크 포켓형(#커피맛) (40g),남궁정,采购入库,CG202605060009,8809073737453,8809073737453,8809073737453,Meal It 蛋白质奶昔口袋装(#咖啡味) (40g),食品,40g,Meal It,10,无权限,10ea,1.0,无,,A01-11-01,,正品,2026-05-06 13:17:36,Meal It / EA / Sunmooh CG20260504003,Sunmooh,OCG202605060009,40/箱,0000-00-00 00:00:00,0.0,2027-09-04 00:00:00,0.055,0.55,798.0,7980,0.0,7980,无
EA,RK2605060017,主仓库,밀잇 단백질 쉐이크 포켓형(#말차초코쿠키맛) (40g),남궁정,采购入库,CG202605060009,8809073737699,8809073737699,8809073737699,Meal It 蛋白质奶昔口袋装(#抹茶巧克力饼干味) (40g),食品,40g,Meal It,10,无权限,10ea,1.0,无,,A01-03-02,,正品,2026-05-06 13:17:36,Meal It / EA / Sunmooh CG20260504003,Sunmooh,OCG202605060009,40/箱,0000-00-00 00:00:00,0.0,2027-08-05 00:00:00,0.055,0.55,741.0,7410,0.0,7410,无
BOX,RK2605060022,主仓库,선무박스 1호 (240x200x110)다원패키지(#Ver.2),남궁정,未知入库,,BX01SM_DA_Ver2,BX01SM_DA_Ver2,BX01SM_DA_Ver2,Sunmooh 1号箱(240x200x110) (#Ver.2),无,240x200x110,MC Package,1,无权限,1ea,1.0,无,,B2-21-03,,正品,2026-05-06 15:41:57,선무 1호박스 1PLT 입고 ,,,5000/箱,0000-00-00 00:00:00,0.0,2099-12-31 00:00:00,0.0,0.0,0.0,0,0.0,0,无
BOX,RK2605060023,主仓库,선무박스 1호 (240x200x110)다원패키지(#Ver.2),남궁정,未知入库,,BX01SM_DA_Ver2,BX01SM_DA_Ver2,BX01SM_DA_Ver2,Sunmooh 1号箱(240x200x110) (#Ver.2),无,240x200x110,MC Package,1,无权限,1ea,1.0,无,,B2-22-03,,正品,2026-05-06 15:42:49,선무 1호 박스 1PLT 입고,,,5000/箱,0000-00-00 00:00:00,0.0,2099-12-31 00:00:00,0.0,0.0,0.0,0,0.0,0,无
BOX,RK2605060024,主仓库,선무박스 1호 (240x200x110)다원패키지(#Ver.2),남궁정,未知入库,,BX01SM_DA_Ver2,BX01SM_DA_Ver2,BX01SM_DA_Ver2,Sunmooh 1号箱(240x200x110) (#Ver.2),无,240x200x110,MC Package,1,无权限,1ea,1.0,无,,B2-02-03,,正品,2026-05-06 15:45:26,선무 1호 박스 1PLT 입고,,,5000/箱,0000-00-00 00:00:00,0.0,2099-12-31 00:00:00,0.0,0.0,0.0,0,0.0,0,无
EA,RK2605070001,主仓库,(증정) 유쏘풀 향수(#07 세인트 모리츠) (2ml) (#Ver.2),권오성,未知入库,,8809846781829,8809846781829,8809846781829,(赠品) YOUSSOFUL 香水(#07 Saint Moritz) (2ml) (#Ver.2),美妆个护,2ml,YOUSSOFUL,15,无权限,15ea,1.0,无,,A05-28-02,,正品,2026-05-07 09:22:43,260507_간이 재고실사 반영,,,256/箱,0000-00-00 00:00:00,0.0,2028-12-04 00:00:00,0.013,0.195,35.0,525,0.0,525,无
BOX,RK2605070002,主仓库,공용 안전봉투 화이트 2호,권오성,未知入库,,PBAL25X34WH,PBAL25X34WH,PBAL25X34WH,白色包装袋2号(淘分销用),无,默认规格,MC Package,1,无权限,1ea,1.0,无,,B1-21-02,,正品,2026-05-07 10:46:03,260507_부자재 재고 실사 반영,,,20000/箱,0000-00-00 00:00:00,0.0,2099-12-31 00:00:00,0.0,0.0,0.0,0,0.0,0,无
BOX,RK2605070002,主仓库,공용 안전봉투 화이트,권오성,未知入库,,PBAL31X42WH,PBAL31X42WH,PBAL31X42WH,白色泡泡袋3号(淘分销共用),无,31*42,MC Package,1,无权限,1ea,1.0,无,,B1-22-02,,正品,2026-05-07 10:46:03,260507_부자재 재고 실사 반영,,,18000/箱,0000-00-00 00:00:00,0.0,2099-12-31 00:00:00,0.0,0.0,0.0,0,0.0,0,无
EA,RK2605070003,主仓库,네오스랩 플루이드 크림 클렌저 스쿠알란 (160ml),남궁정,采购入库,CG202605070001,8809508851327,8809508851327,8809508851327,Neoslab 角鲨烷乳霜洁面乳 (160ml),美妆个护,160ml,Neoslab,70,无权限,1箱,1.0,无,,A03-17-01,,正品,2026-05-07 10:52:33,Neoslab / EA / Sunmooh CG20260506004,Sunmooh,OCG202605070001,70/箱,0000-00-00 00:00:00,0.0,2027-12-08 00:00:00,0.16,11.2,387.0,27090,0.0,27090,无
EA,RK2605070006,主仓库,유쏘풀 향수(#24 엠포리아 코튼) (15ml),권오성,采购入库,CG202605070004,8809846780594,8809846780594,8809846780594,YOUSSOFUL 香水(#24 Emporia cotton) (15ml),美妆个护,15ml,YOUSSOFUL,21,无权限,21ea,1.0,无,,B2-02-02,,正品,2026-05-07 13:15:51,YOUSSOFUL / EA / JP / 라벨작업 후 입고 CG20260429004,JP,OCG202605070007,28/箱,0000-00-00 00:00:00,0.0,2029-04-10 00:00:00,0.076,1.596,80.0,1680,0.0,1680,无
EA,RK2605070006,主仓库,유쏘풀 향수(#21 히페리온) (15ml),권오성,采购入库,CG202605070004,8809846780532,8809846780532,8809846780532,YOUSSOFUL 香水(#21 Hyperion) (15ml),美妆个护,15ml,YOUSSOFUL,21,无权限,21ea,1.0,无,,B2-02-02,,正品,2026-05-07 13:15:51,YOUSSOFUL / EA / JP / 라벨작업 후 입고 CG20260429004,JP,OCG202605070007,28/箱,0000-00-00 00:00:00,0.0,2029-01-10 00:00:00,0.076,1.596,80.0,1680,0.0,1680,无
EA,RK2605070006,主仓库,유쏘풀 향수(#12 바이에렌) (15ml),권오성,采购入库,CG202605070004,8809846780303,8809846780303,8809846780303,YOUSSOFUL 香水(#12 Beieren) (15ml),美妆个护,15ml,YOUSSOFUL,21,无权限,21ea,1.0,无,,B2-02-02,,正品,2026-05-07 13:15:51,YOUSSOFUL / EA / JP / 라벨작업 후 입고 CG20260429004,JP,OCG202605070007,28/箱,0000-00-00 00:00:00,0.0,2029-04-10 00:00:00,0.076,1.596,80.0,1680,0.0,1680,无
EA,RK2605070006,主仓库,유쏘풀 향수(#07 세인트 모리츠) (15ml),권오성,采购入库,CG202605070004,8809846780204,8809846780204,8809846780204,YOUSSOFUL 香水(#07 Saint Moritz) (15ml),美妆个护,15ml,YOUSSOFUL,21,无权限,21ea,1.0,无,,B2-02-02,,正品,2026-05-07 13:15:51,YOUSSOFUL / EA / JP / 라벨작업 후 입고 CG20260429004,JP,OCG202605070007,28/箱,0000-00-00 00:00:00,0.0,2028-11-10 00:00:00,0.076,1.596,80.0,1680,0.0,1680,无
EA,RK2605070006,主仓库,유쏘풀 향수(#04 쥬뗌므) (15ml),권오성,采购入库,CG202605070004,8809846780310,8809846780310,8809846780310,YOUSSOFUL 香水(#04 Je t'aime) (15ml),美妆个护,15ml,YOUSSOFUL,13,无权限,13ea,1.0,无,,B2-02-02,,正品,2026-05-07 13:15:51,YOUSSOFUL / EA / JP / 라벨작업 후 입고 CG20260429004,JP,OCG202605070007,28/箱,0000-00-00 00:00:00,0.0,2028-12-10 00:00:00,0.076,0.988,80.0,1040,0.0,1040,无
EA,RK2605070006,主仓库,유쏘풀 향수(#03 베리섹시) (15ml),권오성,采购入库,CG202605070004,8809846780136,8809846780136,8809846780136,YOUSSOFUL 香水(#03 Berry sexy) (15ml),美妆个护,15ml,YOUSSOFUL,21,无权限,21ea,1.0,无,,B2-02-02,,正品,2026-05-07 13:15:51,YOUSSOFUL / EA / JP / 라벨작업 후 입고 CG20260429004,JP,OCG202605070007,28/箱,0000-00-00 00:00:00,0.0,2029-01-10 00:00:00,0.076,1.596,80.0,1680,0.0,1680,无
EA,RK2605070006,主仓库,유쏘풀 향수(#03 베리섹시) (50ml),권오성,采购入库,CG202605070004,8809846780129,8809846780129,8809846780129,YOUSSOFUL 香水(#03 Berry Sexy) (50ml),美妆个护,50ml,YOUSSOFUL,32,无权限,32ea,1.0,无,,B2-02-02,,正品,2026-05-07 13:15:51,YOUSSOFUL / EA / JP / 라벨작업 후 입고 CG20260429004,JP,OCG202605070007,64/箱,0000-00-00 00:00:00,0.0,2028-12-10 00:00:00,0.182,5.824,225.0,7200,0.0,7200,无
EA,RK2605070006,主仓库,유쏘풀 향수(#07 세인트 모리츠) (50ml),권오성,采购入库,CG202605070004,8809846780198,8809846780198,8809846780198,YOUSSOFUL 香水(#07 Saint moritz) (50ml),美妆个护,50ml,YOUSSOFUL,32,无权限,32ea,1.0,无,,B2-02-02,,正品,2026-05-07 13:15:51,YOUSSOFUL / EA / JP / 라벨작업 후 입고 CG20260429004,JP,OCG202605070007,64/箱,0000-00-00 00:00:00,0.0,2029-03-10 00:00:00,0.182,5.824,225.0,7200,0.0,7200,无
EA,RK2605080001,主仓库,웰더마 프리미엄 사파이어 콜라겐 임팩트 피팅 마스크(#흰색) (25g*4ea),남궁정,采购入库,CG202605080001,8809502183950,8809502183950,8809502183950,WellDerma 蓝宝石胶原紧致面膜(#白色) (25g*4ea),美妆个护,4ea,WellDerma,40,无权限,1箱,1.0,无,,A02-06-01,,正品,2026-05-08 05:54:08,WellDerma / EA / Sunmooh CG20260506006,Sunmooh,OCG202605080001,40/箱,0000-00-00 00:00:00,0.0,2029-03-29 00:00:00,0.224,8.96,678.0,27120,0.0,27120,无
EA,RK2605080001,主仓库,웰더마 프리미엄 레티놀 콜라겐 리프팅 리스토어 피팅 마스크(#갈색) (25g*4ea),남궁정,采购入库,CG202605080001,8809859970500,8809859970500,8809859970500,WellDerma 视黄醇胶原蛋白提拉修复贴合面膜(#棕色) (25g*4ea),美妆个护,4ea,WellDerma,40,无权限,1箱,1.0,无,,A02-11-01,,正品,2026-05-08 05:54:08,WellDerma / EA / Sunmooh CG20260506006,Sunmooh,OCG202605080001,40/箱,0000-00-00 00:00:00,0.0,2029-01-23 00:00:00,0.22,8.8,678.0,27120,0.0,27120,无
BOX,RK2605080002,主仓库,(증정) 유쏘풀 더 바디워시(#07 세인트모리츠) (5g),남궁정,采购入库,CG202605080002,8809846782529,8809846782529,8809846782529,(赠品) YOUSSOFUL 沐浴露(#07 Saint Moritz) (5g),美妆个护,5g,YOUSSOFUL,300,无权限,300ea,1.0,无,,B2-02-03,,正品,2026-05-08 07:19:26,YOUSSOFUL / BOX / TW / 대만10차 CG20260506002,TW 대만10차,OCG202605080002,1600/箱,0000-00-00 00:00:00,0.0,2029-01-25 00:00:00,0.008,2.4,0.0,0,0.0,0,无
BOX,RK2605080002,主仓库,(증정) 유쏘풀 더 샴푸(#07 세인트모리츠) (5g),남궁정,采购入库,CG202605080002,8809846782536,8809846782536,8809846782536,(赠品) YOUSSOFUL 洗发水(#07 Saint Moritz) (5g),美妆个护,5g,YOUSSOFUL,300,无权限,300ea,1.0,无,,B2-02-03,,正品,2026-05-08 07:19:26,YOUSSOFUL / BOX / TW / 대만10차 CG20260506002,TW 대만10차,OCG202605080002,1600/箱,0000-00-00 00:00:00,0.0,2029-01-26 00:00:00,0.008,2.4,0.0,0,0.0,0,无
