货主,入库单号,仓库,货品简称,创建人,入库原因,仓储单号,商家编码,条形码,货品编号,货品名称,分类名称,规格名称,品牌,数量,单价,箱数,绩效箱数,物流公司,物流单号,入库货位,批次,是否正品,审核时间,备注,单品备注,OMS单号,箱规,生产日期,保质期,有效期,货品重量（kg）,货品总重量（kg）,货品体积（cm³）,货品总体积（cm³）,货品箱体积（cm³）,箱规总体积（cm³）,单品标记
BOX,RK2607030006,主仓库,유쏘풀 향수(#16 베리 느와르) (50ml),박강민 ,采购入库,CG202607030004,8.81E+12,8.81E+12,8.81E+12,YOUSSOFUL 香水(#16 Berry noir) (50ml),美妆个护,50ml,YOUSSOFUL,64,无权限,1箱,1,无,,B2-25-01,,正品,2026-07-03 14:17,발주No. 2026-07-01 -1 / BOX / DY CG20260701001,DY 2026-07-01 -1,OCG202607030004,64/箱,0000-00-00 00:00:00,0,2029-05-10 0:00,0.182,11.648,225,14400,0,14400,无
BOX,RK2607030006,主仓库,유쏘풀 향수(#14 비오베) (50ml),박강민 ,采购入库,CG202607030004,8.81E+12,8.81E+12,8.81E+12,YOUSSOFUL 香水(#14 Biove) (50ml),美妆个护,50ml,YOUSSOFUL,64,无权限,1箱,1,无,,B2-25-01,,正品,2026-07-03 14:17,발주No. 2026-07-01 -1 / BOX / DY CG20260701001,DY 2026-07-01 -1,OCG202607030004,64/箱,0000-00-00 00:00:00,0,2029-03-10 0:00,0.182,11.648,225,14400,0,14400,无
BOX,RK2607030006,主仓库,유쏘풀 향수(#03 베리섹시) (50ml),박강민 ,采购入库,CG202607030004,8.81E+12,8.81E+12,8.81E+12,YOUSSOFUL 香水(#03 Berry Sexy) (50ml),美妆个护,50ml,YOUSSOFUL,448,无权限,7箱,7,无,,B2-25-01,,正品,2026-07-03 14:17,발주No. 2026-07-01 -1 / BOX / DY CG20260701001,DY 2026-07-01 -1,OCG202607030004,64/箱,0000-00-00 00:00:00,0,2029-02-10 0:00,0.182,81.536,225,100800,0,100800,无
BOX,RK2607030006,主仓库,유쏘풀 향수(#07 세인트 모리츠) (50ml),박강민 ,采购入库,CG202607030004,8.81E+12,8.81E+12,8.81E+12,YOUSSOFUL 香水(#07 Saint moritz) (50ml),美妆个护,50ml,YOUSSOFUL,9984,无权限,156箱,156,无,,B2-25-01,,正品,2026-07-03 14:17,발주No. 2026-07-01 -1 / BOX / DY CG20260701001,DY 2026-07-01 -1,OCG202607030004,64/箱,0000-00-00 00:00:00,0,2029-06-10 0:00,0.182,1817.088,225,2246400,0,2246400,无
BOX,RK2607030006,主仓库,유쏘풀 향수(#06 스타레 므네스토) (50ml),박강민 ,采购入库,CG202607030004,8.81E+12,8.81E+12,8.81E+12,YOUSSOFUL 香水(#06 Stare mesto) (50ml),美妆个护,50ml,YOUSSOFUL,512,无权限,8箱,8,无,,B2-25-01,,正品,2026-07-03 14:17,발주No. 2026-07-01 -1 / BOX / DY CG20260701001,DY 2026-07-01 -1,OCG202607030004,64/箱,0000-00-00 00:00:00,0,2029-04-10 0:00,0.182,93.184,225,115200,0,115200,无
EA,RK2607030007,主仓库,땡큐파머 강화 교동쌀 맑음 밀키 클렌징 오일 (200ml),박강민 ,采购入库,CG202607030006,8.81E+12,8.81E+12,8.81E+12,THANK YOU FARMER 江华郡校洞米净透润白卸妆油 (200ml),美妆个护,200ml,THANK YOU FARMER,32,无权限,1箱,1,无,,A02-05-01,,正品,2026-07-03 14:31,발주No. 2026-07-01 -5 / EA / SM  追加:CJ대한통운 /  502046923480 CG20260702002,SM 2026-07-01 -5,OCG202607030006,32/箱,0000-00-00 00:00:00,0,2029-06-23 0:00,0.237,7.584,506,16192,0,16192,无
EA,RK2607030008,主仓库,플르부아 바디클렌저(#히노키레더) (250ml),최정민,借调入库,JTF202607030002,8.81E+12,8.81E+12,8.81E+12,Pleuvoir 沐浴露(#Hinoki Leather) (250ml),美妆个护,250ml,Pleuvoir,40,无权限,2箱,2,无,,A05-03-02,,正品,2026-07-03 15:43,SCM 화주 변경 요청,,,20/箱,0000-00-00 00:00:00,0,2028-12-10 0:00,0.325,13,585,23400,0,23400,无
EA,RK2607030008,主仓库,플르부아 바디로션(#플로럴머스크) (250ml),최정민,借调入库,JTF202607030002,8.81E+12,8.81E+12,8.81E+12,Pleuvoir 身体乳(#Floral Musk) (250ml),美妆个护,250ml,Pleuvoir,40,无权限,2箱,2,无,,A05-04-01,,正品,2026-07-03 15:43,SCM 화주 변경 요청,,,20/箱,0000-00-00 00:00:00,0,2028-12-03 0:00,0.31,12.4,585,23400,0,23400,无
EA,RK2607030008,主仓库,플르부아 바디로션(#히노키레더) (250ml),최정민,借调入库,JTF202607030002,8.81E+12,8.81E+12,8.81E+12,Pleuvoir 身体乳(#Hinoki Leather) (250ml),美妆个护,250ml,Pleuvoir,40,无权限,2箱,2,无,,A05-04-02,,正品,2026-07-03 15:43,SCM 화주 변경 요청,,,20/箱,0000-00-00 00:00:00,0,2028-09-23 0:00,0.31,12.4,585,23400,0,23400,无
EA,RK2607030008,主仓库,플르부아 디퓨저(#히노끼레더) (200ml),최정민,借调入库,JTF202607030002,8.81E+12,8.81E+12,8.81E+12,Pleuvoir 香薰(#Hinoki Leather) (200ml),无,200ml,Pleuvoir,27,无权限,1箱,1,无,,A05-33-02,,正品,2026-07-03 15:43,SCM 화주 변경 요청,,,27/箱,0000-00-00 00:00:00,0,2028-01-31 0:00,0.316,8.532,1124,30348,0,30348,无
EA,RK2607030008,主仓库,플르부아 바디로션(#테이크 미 홈) (250ml),최정민,借调入库,JTF202607030002,8.81E+12,8.81E+12,8.81E+12,Pleuvoir 身体乳(#Take Me Home) (250ml),美妆个护,250ml,Pleuvoir,20,无权限,1箱,1,无,,A05-14-01,,正品,2026-07-03 15:43,SCM 화주 변경 요청,,,20/箱,0000-00-00 00:00:00,0,2028-09-18 0:00,0.304,6.08,512,10240,0,10240,无
EA,RK2607030008,主仓库,플르부아 핸드선스크린(#퍼스트 메모리) (30ml),최정민,借调入库,JTF202607030002,8.80E+12,8.80E+12,8.80E+12,Pleuvoir 护手防晒霜(#First Memory) (30ml),美妆个护,30ml,Pleuvoir,100,无权限,1箱,1,无,,A05-01-03,,正品,2026-07-03 15:43,SCM 화주 변경 요청,,,100/箱,0000-00-00 00:00:00,0,2028-11-27 0:00,0.046,4.6,127,12700,0,12700,无
BOX,RK2607060011,主仓库,플르부아 디퓨저(#로즈우드) (200ml),권오성,采购入库,CG202606300006,8.81E+12,8.81E+12,8.81E+12,Pleuvoir 香薰(#Rose Wood) (200ml),无,200ml,Pleuvoir,81,无权限,3箱,3,无,,B1-06-01,,正品,2026-07-06 13:32,발주No. 2026-06-12 -6 / BOX / MC CG20260626003,MC 2026-06-12 -6,OCG202606300006,27/箱,0000-00-00 00:00:00,0,2029-01-31 0:00,0.315,25.515,1124,91044,0,91044,无
EA,RK2607060012,主仓库,플르부아 린넨스프레이(#슬로우 나이트) (170ml),박강민 ,采购入库,CG202607060011,8.80E+12,8.80E+12,8.80E+12,Pleuvoir 织物喷雾(#Slow Night) (170ml),美妆个护,170ml,Pleuvoir,240,无权限,8箱,8,无,,A03-32-02,,正品,2026-07-06 13:39,발주No. 2026-07-02 -1 / EA / SM CG20260702004,CN 2026-07-02 -1,OCG202607060011,30/箱,0000-00-00 00:00:00,0,2029-05-31 0:00,0.236,56.64,598,143520,0,143520,无
BOX,RK2607060013,主仓库,플르부아 하트 키링 새니타이저(#그린 플로럴) (30ml),권오성,采购入库,CG202607060012,8.80E+12,8.80E+12,8.80E+12,Pleuvoir 心形钥扣免洗洗手液(#Green Floral) (30ml),美妆个护,30ml,Pleuvoir,1000,无权限,10箱,10,无,,B2-02-03,,正品,2026-07-06 13:59,발주No. 2026-07-02 -1 / BOX / CN CG20260702003,CN 2026-07-02 -1,OCG202607060012,100/箱,0000-00-00 00:00:00,0,2029-01-13 0:00,0.042,42,105,105000,0,105000,无
BOX,RK2607060018,主仓库,플르부아 린넨스프레이(#슬로우 나이트) (170ml),박강민 ,采购入库,CG202607060012,8.80E+12,8.80E+12,8.80E+12,Pleuvoir 织物喷雾(#Slow Night) (170ml),美妆个护,170ml,Pleuvoir,810,无权限,27箱,27,无,,B2-19-01,,正品,2026-07-06 15:00,발주No. 2026-07-02 -1 / BOX / CN CG20260702003,CN 2026-07-02 -1,OCG202607060012,30/箱,0000-00-00 00:00:00,0,2029-05-31 0:00,0.236,191.16,598,484380,0,484380,无
BOX,RK2607060019,主仓库,플르부아 린넨스프레이(#슬로우 나이트) (170ml),박강민 ,采购入库,CG202607060009,8.80E+12,8.80E+12,8.80E+12,Pleuvoir 织物喷雾(#Slow Night) (170ml),美妆个护,170ml,Pleuvoir,1050,无权限,35箱,35,无,,B2-16-01,,正品,2026-07-06 15:15,발주No. 2026-07-03 -1 / BOX / CN CG20260706001,CN 2026-07-03 -1,OCG202607060009,30/箱,0000-00-00 00:00:00,0,2029-05-31 0:00,0.236,247.8,598,627900,0,627900,无
EA,RK2607070004,主仓库,플르부아 핸드선스크린(#퍼스트 메모리) (30ml),최정민,借调入库,JTF202607070001,8.80E+12,8.80E+12,8.80E+12,Pleuvoir 护手防晒霜(#First Memory) (30ml),美妆个护,30ml,Pleuvoir,100,无权限,1箱,1,无,,A05-01-03,,正品,2026-07-07 14:14,SCM 화주 변경 요청,기타,,100/箱,0000-00-00 00:00:00,0,2028-11-27 0:00,0.046,4.6,127,12700,0,12700,无
EA,RK2607070005,主仓库,(증정) 슈바넨가르텐 글로우업 마스크 (1ea),박강민 ,采购入库,CG202607070006,8.81E+12,8.81E+12,8.81E+12,(赠品) Schwanen garten 焕亮面膜 (1ea),美妆个护,1ea,Schwanen Garten,392,无权限,392箱,1,无,,A05-27-03,,正品,2026-07-07 15:34,2026-06-15 -9 / 선무 증정품 추가입고 CG202607060001,,OCG202607070006,1/箱,0000-00-00 00:00:00,0,2029-06-03 0:00,0.022,8.624,22,8624,0,8624,无
BOX,RK2607070006,主仓库,모에브 아누카틴 샴푸 (525ml),박강민 ,采购入库,CG202607070005,8.81E+12,8.81E+12,8.81E+12,MOEV Annurcatin™ 洗发水 (525ml),美妆个护,525ml,MOEV,60,无权限,3箱,3,无,,B2-25-01,,正品,2026-07-07 16:09,발주No. 2026-07-01 -3 / BOX / CN CG20260701002,CN 2026-07-01 -3,OCG202607070005,20/箱,0000-00-00 00:00:00,0,2029-06-18 0:00,0.62,37.2,1002,60120,0,60120,无
BOX,RK2607070006,主仓库,모에브 아누카틴 헤어 오일 에센스 (80ml) (#Ver.2),박강민 ,采购入库,CG202607070005,8.81E+12,8.81E+12,8.81E+12,MOEV Annurcatin™ 护发精油 (80ml) (#Ver.2),美妆个护,80ml,MOEV,240,无权限,6箱,6,无,,B2-25-01,,正品,2026-07-07 16:09,발주No. 2026-07-01 -3 / BOX / CN CG20260701002,CN 2026-07-01 -3,OCG202607070005,40/箱,0000-00-00 00:00:00,0,2029-06-18 0:00,0.155,37.2,302,72480,0,72480,无
BOX,RK2607070006,主仓库,모에브 아누카틴 트리트먼트 (200ml) (#Ver.2),박강민 ,采购入库,CG202607070005,8.81E+12,8.81E+12,8.81E+12,MOEV Annurcatin™ 护发素 (200ml) (#Ver.2),美妆个护,200ml,MOEV,48,无权限,1箱,1,无,,B2-25-01,,正品,2026-07-07 16:09,발주No. 2026-07-01 -3 / BOX / CN CG20260701002,CN 2026-07-01 -3,OCG202607070005,48/箱,0000-00-00 00:00:00,0,2029-06-04 0:00,0.25,12,611,29328,0,29328,无
BOX,RK2607070006,主仓库,모에브 아누카틴 샴푸 (300ml) (#Ver.2),박강민 ,采购入库,CG202607070005,8.81E+12,8.81E+12,8.81E+12,MOEV Annurcatin™ 洗发水 (300ml) (#Ver.2),美妆个护,300ml,MOEV,70,无权限,2箱,2,无,,B2-25-01,,正品,2026-07-07 16:09,발주No. 2026-07-01 -3 / BOX / CN CG20260701002,CN 2026-07-01 -3,OCG202607070005,35/箱,0000-00-00 00:00:00,0,2029-05-20 0:00,0.38,26.6,649,45430,0,45430,无
BOX,RK2607070007,主仓库,모에브 아누카틴 샴푸 (300ml) (#Ver.2),박강민 ,采购入库,CG202607070005,8.81E+12,8.81E+12,8.81E+12,MOEV Annurcatin™ 洗发水 (300ml) (#Ver.2),美妆个护,300ml,MOEV,35,无权限,1箱,1,无,,B2-25-01,,正品,2026-07-07 16:10,발주No. 2026-07-01 -3 / BOX / CN CG20260701002,CN 2026-07-01 -3,OCG202607070005,35/箱,0000-00-00 00:00:00,0,2029-05-12 0:00,0.38,13.3,649,22715,0,22715,无
BOX,RK2607070008,主仓库,(증정) 모에브 아누카틴 트리트먼트 (8ml),박강민 ,采购入库,CG202607070004,8.81E+12,8.81E+12,8.81E+12,(赠品) MOEV Annurcatin™ 护发素 (8ml),美妆个护,8ml,MOEV,800,无权限,1箱,1,无,,B2-25-01,,正品,2026-07-07 16:11,발주No. 2026-07-01 -3 / BOX / MC CG20260701003,MC 2026-07-01 -3,OCG202607070004,800/箱,0000-00-00 00:00:00,0,2028-08-06 0:00,0,0,0,0,0,0,无
BOX,RK2607070008,主仓库,(증정) 모에브 아누카틴 샴푸 (8ml),박강민 ,采购入库,CG202607070004,8.81E+12,8.81E+12,8.81E+12,(赠品) MOEV Annurcatin™ 洗发水 (8ml),美妆个护,8ml,MOEV,800,无权限,1箱,1,无,,B2-25-01,,正品,2026-07-07 16:11,발주No. 2026-07-01 -3 / BOX / MC CG20260701003,MC 2026-07-01 -3,OCG202607070004,800/箱,0000-00-00 00:00:00,0,2028-10-13 0:00,0,0,0,0,0,0,无
EA,RK2607080001,主仓库,플르부아 바디클렌저(#플로럴머스크) (250ml),최정민,借调入库,JTF202607080001,8.80968E+12,8.80968E+12,8.80968E+12,Pleuvoir 沐浴露(#Floral Musk) (250ml),美妆个护,250ml,Pleuvoir,100,无权限,5箱,5,无,,A05-03-01,,正品,2026-07-08 8:37,SCM 화주 변경 변경,,,20/箱,0000-00-00 00:00:00,0,2029-05-17 0:00,0.325,32.5,585,58500,0,58500,无
EA,RK2607080002,主仓库,(증정) 플르부아 향수(#로즈우드) (2ml),박강민 ,借调入库,JTF202607080002,8.80968E+12,8.80968E+12,8.80968E+12,(赠品) Pleuvoir 香水(#Rose Wood) (2ml),美妆个护,2ml,Pleuvoir,264,无权限,2箱,2,无,,A05-16-02,,正品,2026-07-08 9:08,SCM 화주변경요청,,,132/箱,0000-00-00 00:00:00,0,2027-03-14 0:00,0.008,2.112,26,6864,0,6864,无
EA,RK2607080002,主仓库,(증정) 플르부아 향수(#모닝소일) (2ml),박강민 ,借调入库,JTF202607080002,8.80968E+12,8.80968E+12,8.80968E+12,(赠品) Pleuvoir 香水(#Morning Soil) (2ml),美妆个护,2ml,Pleuvoir,528,无权限,4箱,4,无,,A05-21-01,,正品,2026-07-08 9:08,SCM 화주변경요청,,,132/箱,0000-00-00 00:00:00,0,2027-03-05 0:00,0.008,4.224,26,13728,0,13728,无
EA,RK2607080002,主仓库,플르부아 헤어퍼퓸 미스트 기획세트(#도쿄 클라우드) (50ml+8g),박강민 ,借调入库,JTF202607080002,8.80968E+12,8.80968E+12,8.80968E+12,Pleuvoir 发香喷雾套装(#Tokyo Cloud) (50ml+8g),美妆个护,50ml+8g,Pleuvoir,20,无权限,1箱,1,无,,A03-27-03,,正品,2026-07-08 9:08,SCM 화주변경요청,,,20/箱,0000-00-00 00:00:00,0,2028-10-21 0:00,0.261,5.22,924,18480,0,18480,无
EA,RK2607080003,主仓库,(증정) 플르부아 향수(#모닝소일) (2ml),박강민 ,借调入库,JTF202607080003,8.80968E+12,8.80968E+12,8.80968E+12,(赠品) Pleuvoir 香水(#Morning Soil) (2ml),美妆个护,2ml,Pleuvoir,132,无权限,1箱,1,无,,A05-21-01,,正品,2026-07-08 9:08,SCM 화주변경요청,,,132/箱,0000-00-00 00:00:00,0,2027-06-30 0:00,0.008,1.056,26,3432,0,3432,无
EA,RK2607080004,主仓库,(증정) 플르부아 향수(#모닝소일) (2ml),박강민 ,借调入库,JTF202607080004,8.80968E+12,8.80968E+12,8.80968E+12,(赠品) Pleuvoir 香水(#Morning Soil) (2ml),美妆个护,2ml,Pleuvoir,132,无权限,1箱,1,无,,A05-21-01,,正品,2026-07-08 9:09,SCM 화주변경요청,,,132/箱,0000-00-00 00:00:00,0,2028-03-05 0:00,0.008,1.056,26,3432,0,3432,无
BOX,RK2607090004,主仓库,마미케어 바다포도 포어 리파이닝 앰플마스크 (7ea),박강민 ,采购入库,CG202607090004,8800344070309,8800344070309,8800344070309,Mommycare 海葡萄毛孔细致安瓶面膜 (7ea),美妆个护,7ea,Mommycare,72,无权限,2箱,2,无,,B2-25-01,,正品,2026-07-09 11:11:51,발주No. 2026-07-02 -2 / BOX / CN  追加:304284026832 / CJ 대한통운 CG20260702005,CN 2026-07-02 -2,OCG202607090004,36/箱,0000-00-00 00:00:00,0,2028-11-06 00:00:00,0.24,17.28,569,40968,0,40968,无
BOX,RK2607090004,主仓库,마미케어 연꽃잎 진정 마스크팩 (7ea),박강민 ,采购入库,CG202607090004,8800253025186,8800253025186,8800253025186,Mommycare 莲叶积雪草安瓶面膜 (7ea),美妆个护,7ea,Mommycare,36,无权限,1箱,1,无,,B2-25-01,,正品,2026-07-09 11:11:51,발주No. 2026-07-02 -2 / BOX / CN  追加:304284026832 / CJ 대한통운 CG20260702005,CN 2026-07-02 -2,OCG202607090004,36/箱,0000-00-00 00:00:00,0,2028-06-01 00:00:00,0.24,8.64,523,18828,0,18828,无
EA,RK2607090005,主仓库,유쏘풀 향수(#03 베리섹시) (50ml),박강민 ,预入库,SP2607090003,8809846780129,8809846780129,8809846780129,YOUSSOFUL 香水(#03 Berry Sexy) (50ml),美妆个护,50ml,YOUSSOFUL,1,无权限,1ea,1,菜鸟BC,79016703398604,A05-17-03,,正品,2026-07-09 11:38:45,【EA_Taofenxiao】,,,64/箱,0000-00-00 00:00:00,0,2029-03-10 00:00:00,0.182,0.182,225,225,0,225,无
EA,RK2607090006,主仓库,터치인솔 프리티필터 퍼펙트 피니시 파운데이션(#01 라이트) (35g),박강민 ,预入库,SP2607090006,8809932660489,8809932660489,8809932660489,touch in SOL 美颜滤镜轻盈粉底液(#01 Light) (35g),美妆个护,35g,touch in SOL,1,无权限,1ea,1,菜鸟BC,79016937778951,A01-30-02,,正品,2026-07-09 11:38:45,【EA_Taofenxiao】,,,60/箱,0000-00-00 00:00:00,0,2028-07-02 00:00:00,0.175,0.175,170,170,0,170,无
EA,RK2607090006,主仓库,(증정) 어바웃톤 퍼프 (1ea),박강민 ,预入库,SP2607090006,880260106002,880260106002,880260106002,(赠品) ABOUT TONE 3D斜切美妆蛋 (1ea),美妆个护,1ea,MYCOMMERCE,1,无权限,1箱,1,菜鸟BC,79016937778951,A04-10-03,,正品,2026-07-09 11:38:45,【EA_Taofenxiao】,,,1/箱,0000-00-00 00:00:00,0,2099-12-31 00:00:00,0,0,0,0,0,0,无
EA,RK2607090007,主仓库,얼핏 앰플 잼 팩 클렌저 (120ml),박강민 ,预入库,SP2607090005,8809975193197,8809975193197,8809975193197,earfit 苹果酱面膜洗面奶 (120ml),美妆个护,120ml,earfit,1,无权限,1ea,1,菜鸟BC,79015591872076,A01-01-02,,正品,2026-07-09 11:38:45,【EA_Taofenxiao】,,,50/箱,0000-00-00 00:00:00,0,2029-04-07 00:00:00,0.173,0.173,865,865,0,865,无
EA,RK2607090008,主仓库,블랑네이처 아크네 클렌징폼 (150ml),박강민 ,预入库,SP2607090004,8809399780126,8809399780126,8809399780126,Blanc Nature 痘肌净颜抗痘洗面奶 (150ml),美妆个护,150ml,Blanc Nature,1,无权限,1ea,1,菜鸟BC,79015367179750,A02-28-03,,正品,2026-07-09 11:38:45,【EA_Taofenxiao】,,,40/箱,0000-00-00 00:00:00,0,2028-05-26 00:00:00,0.19,0.19,548,548,0,548,无
EA,RK2607090009,主仓库,유쏘풀 향수(#20 상탈 세콰이아) (50ml),박강민 ,预入库,SP2607090002,8809846780501,8809846780501,8809846780501,YOUSSOFUL 香水(#20 Santal sequoia) (50ml),美妆个护,50ml,YOUSSOFUL,1,无权限,1ea,1,菜鸟BC,79016137481106,A05-18-01,,正品,2026-07-09 11:38:45,【EA_Taofenxiao】,,,64/箱,0000-00-00 00:00:00,0,2029-03-10 00:00:00,0.182,0.182,225,225,0,225,无
EA,RK2607090010,主仓库,유쏘풀 향수(#07 세인트 모리츠) (50ml),박강민 ,预入库,SP2607090001,8809846780198,8809846780198,8809846780198,YOUSSOFUL 香水(#07 Saint moritz) (50ml),美妆个护,50ml,YOUSSOFUL,1,无权限,1ea,1,菜鸟BC,79015144290289,A05-16-01,,正品,2026-07-09 11:38:45,【EA_Taofenxiao】,,,64/箱,0000-00-00 00:00:00,0,2029-06-10 00:00:00,0.182,0.182,225,225,0,225,无
BOX,RK2607090015,主仓库,(증정) 모에브 아누카틴 트리트먼트 (8ml),박강민 ,采购入库,CG202607090010,8809494587255,8809494587255,8809494587255,(赠品) MOEV Annurcatin™ 护发素 (8ml),美妆个护,8ml,MOEV,1600,无权限,2箱,2,无,,B2-25-01,,正品,2026-07-09 14:36:13,발주No. 2026-07-07 -1 / BOX / MC CG20260709002,MC 2026-07-07 -1,OCG202607090010,800/箱,0000-00-00 00:00:00,0,2028-10-13 00:00:00,0,0,0,0,0,0,无
BOX,RK2607090015,主仓库,(증정) 모에브 아누카틴 샴푸 (8ml),박강민 ,采购入库,CG202607090010,8809494587248,8809494587248,8809494587248,(赠品) MOEV Annurcatin™ 洗发水 (8ml),美妆个护,8ml,MOEV,1600,无权限,2箱,2,无,,B2-25-01,,正品,2026-07-09 14:36:13,발주No. 2026-07-07 -1 / BOX / MC CG20260709002,MC 2026-07-07 -1,OCG202607090010,800/箱,0000-00-00 00:00:00,0,2029-04-22 00:00:00,0,0,0,0,0,0,无
